loan_amnt,State,emp_length,label
20000,AL,2 years,0
10500,AL,< 1 year,0
1000,AL,< 1 year,0
2500,AL,< 1 year,0
25000,AL,2 years,0
2000,AL,< 1 year,0
1500,AL,3 years,0
3000,AL,3 years,0
25000,AL,2 years,0
20000,AL,4 years,0
1000,AL,6 years,0
2500,AL,2 years,0
600,AL,< 1 year,0
2500,AL,< 1 year,0
4000,AL,3 years,0
5500,AL,1 year,0
15000,AL,2 years,0
15000,AL,1 year,0
9000,AL,< 1 year,0
8000,AL,10+ years,0
23500,AL,1 year,0
15000,AL,7 years,0
12500,AL,3 years,0
5100,AL,1 year,0
10000,AL,7 years,0
9000,AL,< 1 year,0
5000,AL,9 years,0
575,AL,2 years,0
10000,AL,10+ years,0
2500,AL,< 1 year,0
10000,AL,< 1 year,0
7500,AL,1 year,0
8000,AL,5 years,0
6000,AL,2 years,0
12000,AL,1 year,0
3600,AL,9 years,0
25000,AL,4 years,0
25000,AL,< 1 year,0
2500,AL,1 year,0
5000,AL,2 years,0
6000,AL,4 years,0
6000,AL,3 years,0
2500,AL,< 1 year,0
5000,AL,3 years,0
3000,AL,3 years,0
15000,AL,1 year,0
5000,AL,6 years,0
1500,AL,3 years,0
2500,AL,2 years,0
2500,AL,4 years,0
5500,AL,1 year,0
25000,AL,1 year,0
4000,AL,1 year,0
18000,AL,1 year,0
6300,AL,3 years,0
1500,AL,1 year,0
6500,AL,< 1 year,0
2500,AL,10+ years,0
10000,AL,10+ years,0
2500,AL,2 years,0
15000,AL,1 year,0
3000,AL,1 year,0
5000,AL,6 years,0
5000,AL,1 year,0
25000,AL,< 1 year,0
21000,AL,4 years,0
14000,AL,8 years,0
4000,AL,2 years,0
2500,AL,< 1 year,0
500,AL,< 1 year,0
5000,AL,< 1 year,0
9000,AL,5 years,0
12000,AL,< 1 year,0
5000,AL,5 years,0
8000,AL,< 1 year,0
2500,AL,< 1 year,0
3500,AL,2 years,0
1000,AL,< 1 year,0
9000,AL,9 years,0
2000,AL,3 years,0
10000,AL,4 years,0
5000,AL,< 1 year,0
10000,AL,< 1 year,0
3500,AL,< 1 year,0
6000,AL,8 years,0
15000,AL,10+ years,0
3000,AL,2 years,0
500,AL,< 1 year,0
15000,AL,2 years,0
3000,AL,10+ years,0
7000,AL,10+ years,0
5000,AL,2 years,0
1500,AL,< 1 year,0
5000,AL,< 1 year,0
9050,AL,< 1 year,0
10000,AL,< 1 year,0
13000,AL,1 year,0
3000,AL,5 years,0
2000,AL,5 years,0
10000,AL,8 years,0
12000,AL,6 years,0
700,AL,< 1 year,0
10000,AL,2 years,0
10000,AL,< 1 year,0
2000,AL,10+ years,0
7000,AL,< 1 year,0
15000,AL,10+ years,0
20000,AL,4 years,0
8000,AL,1 year,0
6000,AL,< 1 year,0
10000,AL,< 1 year,0
6500,AL,< 1 year,0
6500,AL,< 1 year,0
7000,AL,5 years,0
8000,AL,9 years,0
8000,AL,2 years,0
12500,AL,4 years,0
25000,AL,4 years,0
5000,AL,8 years,0
17000,AL,< 1 year,0
1525,AL,6 years,0
10000,AL,5 years,0
14100,AL,1 year,0
2000,AL,< 1 year,0
1500,AL,5 years,0
20000,AL,6 years,0
500,AL,< 1 year,0
10000,AL,10+ years,0
5000,AL,2 years,0
6000,AL,9 years,0
500,AL,2 years,0
19000,AL,10+ years,0
17500,AL,1 year,0
18000,AL,< 1 year,0
18500,AL,5 years,0
4000,AL,1 year,0
14100,AL,3 years,0
15000,AL,< 1 year,0
2000,AL,4 years,0
5000,AL,10+ years,0
4000,AL,8 years,0
4000,AL,10+ years,0
25000,AL,< 1 year,0
12000,AL,10+ years,0
5000,AL,1 year,0
500,AL,5 years,0
5000,AL,< 1 year,0
5000,AL,10+ years,0
3000,AL,3 years,0
3000,AL,10+ years,0
3000,AL,10+ years,0
3500,AL,6 years,0
4350,AL,1 year,0
7500,AL,3 years,0
5000,AL,6 years,0
7500,AL,1 year,0
5000,AL,< 1 year,0
2000,AL,< 1 year,0
25000,AL,10+ years,0
1000,AL,< 1 year,0
19000,AL,2 years,0
5000,AL,< 1 year,0
12000,AL,3 years,0
7500,AL,1 year,0
2500,AL,10+ years,0
20000,AL,< 1 year,0
18000,AL,4 years,0
20000,AL,5 years,0
10000,AL,2 years,0
500,AL,< 1 year,0
15000,AL,< 1 year,0
7000,AL,2 years,0
2000,AL,9 years,0
10000,AL,3 years,0
10000,AL,< 1 year,0
2000,AL,1 year,0
1500,AL,3 years,0
7000,AL,4 years,0
2500,AL,2 years,0
2000,AL,1 year,0
5000,AL,1 year,0
7500,AL,3 years,0
4500,AL,2 years,0
500,AL,5 years,0
3000,AL,< 1 year,0
13700,AL,3 years,0
7500,AL,4 years,0
11300,AL,< 1 year,0
2000,AL,< 1 year,0
12000,AL,6 years,0
15000,AL,< 1 year,0
11000,AL,7 years,0
6000,AL,8 years,0
6000,AL,1 year,0
1000,AL,< 1 year,0
2000,AL,1 year,0
12000,AL,2 years,0
2800,AL,3 years,0
5000,AL,< 1 year,0
5000,AL,10+ years,0
20000,AL,7 years,0
15000,AL,2 years,0
10000,AL,< 1 year,0
4000,AL,10+ years,0
3000,AL,10+ years,0
5000,AL,3 years,0
7500,AL,10+ years,0
5000,AL,10+ years,0
2000,AL,2 years,0
7000,AL,6 years,0
7500,AL,6 years,0
4900,AL,< 1 year,0
1000,AL,5 years,0
3000,AL,4 years,0
4000,AL,7 years,0
7000,AL,2 years,0
3025,AL,3 years,0
3000,AL,3 years,0
7500,AL,< 1 year,0
1000,AL,2 years,0
1000,AL,2 years,0
1000,AL,< 1 year,0
7500,AL,< 1 year,0
1400,AL,< 1 year,0
1300,AL,8 years,0
3000,AL,2 years,0
1325,AL,2 years,0
2000,AL,10+ years,0
5000,AL,< 1 year,0
4500,AL,< 1 year,0
5000,AL,10+ years,0
5500,AL,10+ years,0
3000,AL,4 years,0
2500,AL,1 year,0
3500,AL,5 years,0
7000,AL,3 years,0
2500,AL,1 year,0
1000,AL,6 years,0
6500,AL,6 years,0
7500,AL,< 1 year,0
5500,AL,3 years,0
1000,AL,1 year,0
3000,AL,1 year,0
5000,AL,< 1 year,0
1000,AL,4 years,0
7000,AL,3 years,0
2000,AL,< 1 year,0
2500,AL,4 years,0
2500,AL,9 years,0
1200,AL,1 year,0
10000,AL,< 1 year,0
5000,AL,1 year,0
3500,AL,2 years,0
1000,AL,4 years,0
1000,AL,< 1 year,0
2000,AL,3 years,0
6500,AL,3 years,0
1000,AL,2 years,0
6000,AL,2 years,0
3000,AL,3 years,0
2500,AL,3 years,0
1000,AL,3 years,0
4000,AL,< 1 year,0
7000,AL,3 years,0
5000,AL,2 years,0
7500,AL,10+ years,0
15000,AL,5 years,0
1500,AL,< 1 year,0
2000,AL,10+ years,0
6500,AL,10+ years,0
4500,AL,5 years,0
3000,AL,8 years,0
5500,AL,10+ years,0
4000,AL,< 1 year,0
5000,AL,3 years,0
5000,AL,< 1 year,0
2000,AL,< 1 year,0
5000,AL,10+ years,0
7500,AL,2 years,0
3000,AL,2 years,0
4000,AL,< 1 year,0
3000,AL,< 1 year,0
3000,AL,2 years,0
5000,AL,2 years,0
7500,AL,< 1 year,0
7500,AL,1 year,0
6500,AL,< 1 year,0
5000,AL,< 1 year,0
2000,AL,5 years,0
7500,AL,2 years,0
5000,AL,< 1 year,0
3000,AL,4 years,0
1000,AL,< 1 year,0
3000,AL,10+ years,0
5000,AL,2 years,0
3000,AL,4 years,0
5000,AL,2 years,0
5000,AL,1 year,0
1500,AL,1 year,0
5000,AL,4 years,0
6500,AL,10+ years,0
5000,AL,4 years,0
7500,AL,< 1 year,0
5000,AL,2 years,0
5500,AL,3 years,0
1900,AL,< 1 year,0
9000,AL,1 year,0
3000,AL,< 1 year,0
2500,AL,2 years,0
2000,AL,< 1 year,0
1700,AL,1 year,0
2000,AL,4 years,0
1700,AL,8 years,0
6500,AL,1 year,0
15000,AL,3 years,0
3000,AL,1 year,0
15000,AL,3 years,0
2500,AL,10+ years,0
1000,AL,5 years,0
15000,AL,10+ years,0
9500,AL,1 year,0
8000,AL,4 years,0
2500,AL,2 years,0
7000,AL,4 years,0
6000,AL,1 year,0
6000,AL,3 years,0
5000,AL,4 years,0
8500,AL,< 1 year,0
3000,AL,6 years,0
4000,AL,6 years,0
15000,AL,2 years,0
6000,AL,10+ years,0
8000,AL,1 year,0
20000,AL,4 years,0
25000,AL,10+ years,0
6000,AL,5 years,0
20000,AL,4 years,0
10000,AL,1 year,0
5000,AL,10+ years,0
15000,AL,8 years,0
1000,AL,< 1 year,0
12000,AL,10+ years,0
5000,AL,9 years,0
2000,AL,< 1 year,0
2000,AL,< 1 year,0
25000,AL,< 1 year,0
13500,AL,10+ years,0
5000,AL,1 year,0
6000,AL,10+ years,0
3000,AL,2 years,0
1000,AL,2 years,0
2000,AL,3 years,0
6500,AL,1 year,0
20000,AL,4 years,0
4000,AL,< 1 year,0
4000,AL,2 years,0
10000,AL,9 years,0
18000,AL,10+ years,0
3000,AL,5 years,0
10000,AL,10+ years,0
8500,AL,10+ years,0
3000,AL,3 years,0
10000,AL,< 1 year,0
5000,AL,< 1 year,0
25000,AL,< 1 year,0
2500,AL,5 years,0
1000,AL,10+ years,0
2500,AL,< 1 year,0
2000,AL,3 years,0
3000,AL,< 1 year,0
8500,AL,1 year,0
1000,AL,2 years,0
2000,AL,1 year,0
15000,AL,10+ years,0
5000,AL,4 years,0
5000,AL,3 years,0
16000,AL,< 1 year,0
2000,AL,4 years,0
15000,AL,10+ years,0
15000,AL,10+ years,0
8000,AL,2 years,0
8000,AL,8 years,0
8000,AL,< 1 year,0
1500,AL,< 1 year,0
2000,AL,10+ years,0
5000,AL,< 1 year,0
5000,AL,< 1 year,0
25000,AL,10+ years,0
2500,AL,< 1 year,0
2500,AL,< 1 year,0
2000,AL,2 years,0
3000,AL,10+ years,0
7000,AL,1 year,0
4000,AL,8 years,0
4000,AL,< 1 year,0
4000,AL,6 years,0
1000,AL,< 1 year,0
1000,AL,< 1 year,0
15000,AL,4 years,0
25000,AL,2 years,0
2500,AL,< 1 year,0
20000,AL,< 1 year,0
15000,AL,2 years,0
5000,AL,4 years,0
10000,AL,< 1 year,0
1500,AL,5 years,0
2500,AL,8 years,0
1600,AL,8 years,0
2000,AL,1 year,0
10000,AL,2 years,0
1200,AL,1 year,0
10000,AL,1 year,0
25000,AL,3 years,0
10000,AL,< 1 year,0
15000,AL,5 years,0
2000,AL,4 years,0
1000,AL,1 year,0
3500,AL,9 years,0
9500,AL,9 years,0
1000,AL,< 1 year,0
1500,AL,4 years,0
4500,AL,< 1 year,0
1800,AL,10+ years,0
5000,AL,3 years,0
2000,AL,2 years,0
5000,AL,9 years,0
3000,AL,1 year,0
2500,AL,1 year,0
3000,AL,1 year,0
1000,AL,< 1 year,0
4500,AL,1 year,0
5000,AL,3 years,0
7000,AL,1 year,0
3500,AL,3 years,0
1700,AL,8 years,0
15000,AL,1 year,0
9000,AL,< 1 year,0
5000,AL,1 year,0
10000,AL,< 1 year,0
12000,AL,7 years,0
5000,AL,< 1 year,0
8000,AL,6 years,0
15000,AL,10+ years,0
3000,AL,10+ years,0
1000,AL,4 years,0
5500,AL,10+ years,0
15000,AL,< 1 year,0
5000,AL,< 1 year,0
1000,AL,8 years,0
20000,AL,2 years,0
5300,AL,3 years,0
10000,AL,8 years,0
7000,AL,< 1 year,0
15000,AL,2 years,0
15000,AL,2 years,0
7000,AL,1 year,0
3125,AL,4 years,0
7500,AL,1 year,0
5000,AL,10+ years,0
18250,AL,4 years,0
15000,AL,3 years,0
1600,AL,2 years,0
6000,AL,8 years,0
10000,AL,10+ years,0
2000,AL,2 years,0
2000,AL,1 year,0
1000,AL,1 year,0
6000,AL,8 years,0
5500,AL,1 year,0
4000,AL,8 years,0
6500,AL,1 year,0
1000,AL,10+ years,0
8500,AL,< 1 year,0
2000,AL,< 1 year,0
1500,AL,1 year,0
15000,AL,10+ years,0
10000,AL,3 years,0
20000,AL,2 years,0
3800,AL,4 years,0
15000,AL,7 years,0
15000,AL,10+ years,0
1000,AL,2 years,0
15000,AL,1 year,0
1500,AL,2 years,0
15000,AL,10+ years,0
1000,AL,3 years,0
15000,AL,7 years,0
5000,AL,< 1 year,0
1000,AL,< 1 year,0
2500,AL,1 year,0
5000,AL,10+ years,0
15000,AL,< 1 year,0
15000,AL,5 years,0
5000,AL,2 years,0
14000,AL,6 years,0
4800,AL,2 years,0
13000,AL,10+ years,0
6000,AL,10+ years,0
15500,AL,7 years,0
10000,AL,4 years,0
6000,AL,< 1 year,0
10000,AL,4 years,0
10000,AL,2 years,0
20000,AL,10+ years,0
5600,AL,< 1 year,0
8000,AL,1 year,0
14000,AL,6 years,0
7500,AL,3 years,0
3000,AL,9 years,0
3500,AL,< 1 year,0
10000,AL,1 year,0
5000,AL,< 1 year,0
12000,AL,3 years,0
1500,AL,< 1 year,0
4000,AL,< 1 year,0
3500,AL,10+ years,0
6500,AL,< 1 year,0
11000,AL,< 1 year,0
11000,AL,5 years,0
5000,AL,9 years,0
10000,AL,< 1 year,0
20000,AL,9 years,0
5825,AL,2 years,0
3000,AL,< 1 year,0
10000,AL,< 1 year,0
1000,AL,10+ years,0
6000,AL,< 1 year,0
20000,AL,< 1 year,0
8000,AL,10+ years,0
8000,AL,3 years,0
7000,AL,2 years,0
1000,AL,3 years,0
4000,AL,< 1 year,0
20000,AL,4 years,0
2000,AL,< 1 year,0
6000,AL,1 year,0
5000,AL,10+ years,0
15550,AL,10+ years,0
17000,AL,< 1 year,0
16000,AL,1 year,0
10000,AL,1 year,0
10000,AL,2 years,0
3000,AL,< 1 year,0
5000,AL,< 1 year,0
2000,AL,8 years,0
5000,AL,1 year,0
10000,AL,2 years,0
16000,AL,3 years,0
20000,AL,7 years,0
23721,AL,4 years,0
12000,AL,2 years,0
1500,AL,< 1 year,0
15000,AL,< 1 year,0
5000,AL,3 years,0
3500,AL,2 years,0
25000,AL,< 1 year,0
8000,AL,10+ years,0
4000,AL,< 1 year,0
2000,AL,6 years,0
5000,AL,1 year,0
20000,AL,1 year,0
14000,AL,< 1 year,0
18000,AL,5 years,0
24000,AL,4 years,0
5000,AL,< 1 year,0
1000,AL,1 year,0
9000,AL,< 1 year,0
3500,AL,2 years,0
2000,AL,8 years,0
10000,AL,3 years,0
15000,AL,< 1 year,0
2000,AL,< 1 year,0
1500,AL,4 years,0
25000,AL,< 1 year,0
2000,AL,< 1 year,0
10000,AL,1 year,0
3000,AL,< 1 year,0
10000,AL,< 1 year,0
9000,AL,< 1 year,0
3000,AL,< 1 year,0
1000,AL,10+ years,0
5000,AL,1 year,0
4500,AL,2 years,0
5000,AL,2 years,0
1000,AL,< 1 year,0
5000,AL,4 years,0
5000,AL,< 1 year,0
9600,AL,10+ years,0
25000,AL,5 years,0
7839.96,AL,8 years,0
4000,AL,1 year,0
20000,AL,5 years,0
2000,AL,< 1 year,0
25000,AL,10+ years,0
5000,AL,3 years,0
15500,AL,9 years,0
2000,AL,< 1 year,0
9500,AL,3 years,0
4500,AL,6 years,0
2500,AL,2 years,0
4000,AL,10+ years,0
15000,AL,5 years,0
16000,AL,10+ years,0
7000,AL,10+ years,0
7000,AL,2 years,0
5000,AL,3 years,0
15000,AL,8 years,0
5500,AL,10+ years,0
19380,AL,10+ years,0
15000,AL,< 1 year,0
8000,AL,6 years,0
2000,AL,1 year,0
5000,AL,< 1 year,0
6000,AL,2 years,0
25000,AL,< 1 year,0
25000,AL,4 years,0
12000,AL,6 years,0
20000,AL,8 years,0
4000,AL,3 years,0
20000,AL,< 1 year,0
18000,AL,< 1 year,0
25000,AL,< 1 year,0
14000,AL,10+ years,0
25000,AL,< 1 year,0
10000,AL,1 year,0
5000,AL,9 years,0
5000,AL,< 1 year,0
1000,AL,< 1 year,0
1600,AL,3 years,0
20000,AL,3 years,0
20000,AL,< 1 year,0
20000,AL,< 1 year,0
12000,AL,< 1 year,0
10000,AL,3 years,0
20000,AL,5 years,0
1000,AL,1 year,0
1000,AL,< 1 year,0
1500,AL,< 1 year,0
3000,AL,< 1 year,0
25000,AL,3 years,0
24000,AL,10+ years,0
6000,AL,3 years,0
3500,AL,2 years,0
2500,AL,10+ years,0
15000,AL,1 year,0
10000,AL,10+ years,0
25000,AL,1 year,0
1500,AL,< 1 year,0
17000,AL,10+ years,0
3500,AL,7 years,0
3500,AL,2 years,0
25000,AL,< 1 year,0
15000,AL,8 years,0
3500,AL,1 year,0
10000,AL,2 years,0
3000,AL,2 years,0
5000,AL,< 1 year,0
15000,AL,< 1 year,0
10000,AL,< 1 year,0
3000,AL,2 years,0
10000,AL,< 1 year,0
7500,AL,< 1 year,0
1500,AL,< 1 year,0
20000,AL,10+ years,0
18000,AL,10+ years,0
25000,AL,< 1 year,0
10000,AL,2 years,0
5000,AL,10+ years,0
1000,AL,1 year,0
5000,AL,< 1 year,0
22000,AL,< 1 year,0
7000,AL,6 years,0
1000,AL,2 years,0
7500,AL,< 1 year,0
10775,AL,< 1 year,0
20000,AL,< 1 year,0
10000,AL,1 year,0
22000,AL,2 years,0
1500,AL,1 year,0
18000,AL,4 years,0
10000,AL,< 1 year,0
4500,AL,10+ years,0
25000,AL,1 year,0
6000,AL,< 1 year,0
10000,AL,< 1 year,0
5000,AL,4 years,0
20000,AL,< 1 year,0
7000,AL,1 year,0
2000,AL,4 years,0
5000,AL,1 year,0
25000,AL,9 years,0
5000,AL,< 1 year,0
24500,AL,5 years,0
2000,AL,< 1 year,0
25000,AL,1 year,0
25000,AL,1 year,0
25000,AL,2 years,0
5000,AL,< 1 year,0
11000,AL,< 1 year,0
25000,AL,9 years,0
1000,AL,2 years,0
12000,AL,5 years,0
8500,AL,7 years,0
25000,AL,3 years,0
11000,AL,3 years,0
5000,AL,4 years,0
1000,AL,< 1 year,0
1000,AL,1 year,0
2000,AL,< 1 year,0
2500,AL,6 years,0
20000,AL,< 1 year,0
2000,AL,1 year,0
6100,AL,1 year,0
3000,AL,< 1 year,0
7000,AL,10+ years,0
5000,AL,3 years,0
3000,AL,< 1 year,0
7000,AL,< 1 year,0
25000,AL,10+ years,0
3000,AL,6 years,0
4000,AL,5 years,0
12000,AL,1 year,0
1000,AL,1 year,0
4500,AL,< 1 year,0
15000,AL,8 years,0
25000,AL,3 years,0
2500,AL,< 1 year,0
2500,AL,4 years,0
3850,AL,10+ years,0
4000,AL,< 1 year,0
25000,AL,8 years,0
7000,AL,< 1 year,0
10000,AL,8 years,0
15000,AL,< 1 year,0
5000,AL,< 1 year,0
3000,AL,< 1 year,0
15000,AL,< 1 year,0
10000,AL,< 1 year,0
5000,AL,3 years,0
18000,AL,8 years,0
2000,AL,< 1 year,0
2000,AL,< 1 year,0
2000,AL,2 years,0
1100,AL,1 year,0
15000,AL,3 years,0
10500,AL,2 years,0
3000,AL,5 years,0
2000,AL,< 1 year,0
5000,AL,< 1 year,0
10000,AL,10+ years,0
4000,AL,< 1 year,0
5000,AL,< 1 year,0
1500,AL,< 1 year,0
2000,AL,8 years,0
3000,AL,< 1 year,0
8000,AL,< 1 year,0
11600,AL,8 years,0
20000,AL,4 years,0
7500,AL,2 years,0
4500,AL,< 1 year,0
2000,AL,1 year,0
15000,AL,6 years,0
15000,AL,3 years,0
25000,AL,< 1 year,0
3000,AL,9 years,0
1000,AL,1 year,0
9000,AL,3 years,0
10000,AL,6 years,0
10000,AL,1 year,0
1000,AL,< 1 year,0
3000,AL,4 years,0
2000,AL,8 years,0
4000,AL,10+ years,0
7000,AL,1 year,0
15000,AL,< 1 year,0
25000,AL,4 years,0
7000,AL,< 1 year,0
15000,AL,4 years,0
25000,AL,< 1 year,0
2500,AL,< 1 year,0
20000,AL,10+ years,0
6000,AL,1 year,0
5000,AL,2 years,0
7000,AL,7 years,0
10000,AL,9 years,0
15000,AL,< 1 year,0
20000,AL,1 year,0
4000,AL,2 years,0
5700,AL,10+ years,0
5400,AL,1 year,0
23000,AL,4 years,0
8000,AL,4 years,0
15000,AL,1 year,0
3000,AL,3 years,0
15500,AL,3 years,0
5000,AL,6 years,0
5000,AL,1 year,0
2000,AL,1 year,0
2500,AL,1 year,0
4000,AL,< 1 year,0
5000,AL,4 years,0
3000,AL,5 years,0
15000,AL,2 years,0
24000,AL,< 1 year,0
5000,AL,2 years,0
2500,AL,< 1 year,0
9000,AL,3 years,0
5000,AL,< 1 year,0
3000,AL,3 years,0
1500,AL,< 1 year,0
7000,AL,2 years,0
5000,AL,< 1 year,0
10000,AL,< 1 year,0
15000,AL,1 year,0
5000,AL,< 1 year,0
5000,AL,3 years,0
3000,AL,< 1 year,0
5000,AL,2 years,0
15000,AL,< 1 year,0
15000,AL,1 year,0
2000,AL,10+ years,0
5000,AL,10+ years,0
9000,AL,10+ years,0
5000,AL,2 years,0
1400,AL,< 1 year,0
6000,AL,1 year,0
1500,AL,< 1 year,0
3000,AL,< 1 year,0
5000,AL,5 years,0
2000,AL,4 years,0
2700,AL,< 1 year,0
1500,AL,< 1 year,0
15000,AL,< 1 year,0
19000,AL,10+ years,0
5000,AL,< 1 year,0
4000,AL,2 years,0
4000,AL,< 1 year,0
10000,AL,< 1 year,0
25000,AL,1 year,0
15500,AL,1 year,0
10000,AL,3 years,0
20000,AL,4 years,0
12300,AL,< 1 year,0
5000,AL,< 1 year,0
6000,AL,< 1 year,0
20000,AL,3 years,0
25000,AL,4 years,0
25000,AL,< 1 year,0
3500,AL,< 1 year,0
1500,AL,< 1 year,0
1500,AL,1 year,0
3000,AL,< 1 year,0
25000,AL,< 1 year,0
25000,AL,1 year,0
25000,AL,4 years,0
25000,AL,4 years,0
15000,AL,2 years,0
15000,AL,3 years,0
4500,AL,< 1 year,0
