loan_amnt,State,emp_length,label
25000.0,E,9 years,0
12000.0,E,unknown,0
25000.0,E,3 years,0
12000.0,E,1 year,0
25000.0,E,10+ years,0
1500.0,E,2 years,0
25000.0,E,9 years,0
1000.0,E,4 years,0
30000.0,E,10+ years,0
5000.0,E,5 years,0
25000.0,E,< 1 year,0
30000.0,E,1 year,0
20000.0,E,6 years,0
5000.0,E,2 years,0
5000.0,E,6 years,0
10000.0,E,< 1 year,0
1000.0,,< 1 year,0
1000.0,,< 1 year,0
1000.0,,1 year,0
6000.0,,< 1 year,0
3000.0,,10+ years,0
3500.0,,< 1 year,0
20000.0,,2 years,0
10500.0,,< 1 year,0
1000.0,,< 1 year,0
2500.0,,< 1 year,0
25000.0,,2 years,0
2000.0,,< 1 year,0
1500.0,,3 years,0
3000.0,,3 years,0
25000.0,,2 years,0
20000.0,,4 years,0
1000.0,,6 years,0
2500.0,,2 years,0
600.0,,< 1 year,0
2500.0,,< 1 year,0
4000.0,,3 years,0
5500.0,,1 year,0
15000.0,,2 years,0
15000.0,,1 year,0
9000.0,,< 1 year,0
8000.0,,10+ years,0
23500.0,,1 year,0
15000.0,,7 years,0
12500.0,,3 years,0
5100.0,,1 year,0
10000.0,,7 years,0
9000.0,,< 1 year,0
5000.0,,9 years,0
575.0,,2 years,0
10000.0,,10+ years,0
2500.0,,< 1 year,0
10000.0,,< 1 year,0
7500.0,,1 year,0
8000.0,,5 years,0
6000.0,,2 years,0
12000.0,,1 year,0
3600.0,,9 years,0
25000.0,,4 years,0
25000.0,,< 1 year,0
2500.0,,1 year,0
5000.0,,2 years,0
6000.0,,4 years,0
6000.0,,3 years,0
2500.0,,< 1 year,0
5000.0,,3 years,0
3000.0,,3 years,0
15000.0,,1 year,0
5000.0,,6 years,0
1500.0,,3 years,0
2500.0,,2 years,0
2500.0,,4 years,0
5500.0,,1 year,0
25000.0,,1 year,0
4000.0,,1 year,0
18000.0,,1 year,0
6300.0,,3 years,0
1500.0,,1 year,0
6500.0,,< 1 year,0
2500.0,,10+ years,0
10000.0,,10+ years,0
2500.0,,2 years,0
15000.0,,1 year,0
3000.0,,1 year,0
5000.0,,6 years,0
5000.0,,1 year,0
25000.0,,< 1 year,0
21000.0,,4 years,0
14000.0,,8 years,0
4000.0,,2 years,0
2500.0,,< 1 year,0
500.0,,< 1 year,0
5000.0,,< 1 year,0
9000.0,,5 years,0
12000.0,,< 1 year,0
5000.0,,5 years,0
8000.0,,< 1 year,0
2500.0,,< 1 year,0
3500.0,,2 years,0
1000.0,,< 1 year,0
9000.0,,9 years,0
2000.0,,3 years,0
10000.0,,4 years,0
5000.0,,< 1 year,0
10000.0,,< 1 year,0
3500.0,,< 1 year,0
6000.0,,8 years,0
15000.0,,10+ years,0
3000.0,,2 years,0
500.0,,< 1 year,0
15000.0,,2 years,0
3000.0,,10+ years,0
7000.0,,10+ years,0
5000.0,,2 years,0
1500.0,,< 1 year,0
5000.0,,< 1 year,0
9050.0,,< 1 year,0
10000.0,,< 1 year,0
13000.0,,1 year,0
3000.0,,5 years,0
2000.0,,5 years,0
10000.0,,8 years,0
12000.0,,6 years,0
700.0,,< 1 year,0
10000.0,,2 years,0
10000.0,,< 1 year,0
2000.0,,10+ years,0
7000.0,,< 1 year,0
15000.0,,10+ years,0
20000.0,,4 years,0
8000.0,,1 year,0
6000.0,,< 1 year,0
10000.0,,< 1 year,0
6500.0,,< 1 year,0
6500.0,,< 1 year,0
7000.0,,5 years,0
8000.0,,9 years,0
8000.0,,2 years,0
12500.0,,4 years,0
25000.0,,4 years,0
5000.0,,8 years,0
17000.0,,< 1 year,0
1525.0,,6 years,0
10000.0,,5 years,0
14100.0,,1 year,0
2000.0,,< 1 year,0
1500.0,,5 years,0
20000.0,,6 years,0
500.0,,< 1 year,0
10000.0,,10+ years,0
5000.0,,2 years,0
6000.0,,9 years,0
500.0,,2 years,0
19000.0,,10+ years,0
17500.0,,1 year,0
18000.0,,< 1 year,0
18500.0,,5 years,0
4000.0,,1 year,0
14100.0,,3 years,0
15000.0,,< 1 year,0
2000.0,,4 years,0
5000.0,,10+ years,0
4000.0,,8 years,0
4000.0,,10+ years,0
25000.0,,< 1 year,0
12000.0,,10+ years,0
5000.0,,1 year,0
500.0,,5 years,0
5000.0,,< 1 year,0
5000.0,,10+ years,0
3000.0,,3 years,0
3000.0,,10+ years,0
3000.0,,10+ years,0
3500.0,,6 years,0
4350.0,,1 year,0
7500.0,,3 years,0
5000.0,,6 years,0
7500.0,,1 year,0
5000.0,,< 1 year,0
2000.0,,< 1 year,0
25000.0,,10+ years,0
1000.0,,< 1 year,0
19000.0,,2 years,0
5000.0,,< 1 year,0
12000.0,,3 years,0
7500.0,,1 year,0
2500.0,,10+ years,0
20000.0,,< 1 year,0
18000.0,,4 years,0
20000.0,,5 years,0
10000.0,,2 years,0
500.0,,< 1 year,0
15000.0,,< 1 year,0
7000.0,,2 years,0
2000.0,,9 years,0
10000.0,,3 years,0
10000.0,,< 1 year,0
2000.0,,1 year,0
1500.0,,3 years,0
7000.0,,4 years,0
2500.0,,2 years,0
2000.0,,1 year,0
5000.0,,1 year,0
7500.0,,3 years,0
4500.0,,2 years,0
500.0,,5 years,0
3000.0,,< 1 year,0
13700.0,,3 years,0
7500.0,,4 years,0
11300.0,,< 1 year,0
2000.0,,< 1 year,0
12000.0,,6 years,0
15000.0,,< 1 year,0
11000.0,,7 years,0
6000.0,,8 years,0
6000.0,,1 year,0
1000.0,,< 1 year,0
2000.0,,1 year,0
12000.0,,2 years,0
2800.0,,3 years,0
5000.0,,< 1 year,0
5000.0,,10+ years,0
20000.0,,7 years,0
15000.0,,2 years,0
10000.0,,< 1 year,0
4000.0,,10+ years,0
3000.0,,10+ years,0
5000.0,,3 years,0
7500.0,,10+ years,0
5000.0,,10+ years,0
2000.0,,2 years,0
7000.0,,6 years,0
7500.0,,6 years,0
4900.0,,< 1 year,0
1000.0,,5 years,0
3000.0,,4 years,0
4000.0,,7 years,0
7000.0,,2 years,0
3025.0,,3 years,0
3000.0,,3 years,0
7500.0,,< 1 year,0
1000.0,,2 years,0
1000.0,,2 years,0
1000.0,,< 1 year,0
7500.0,,< 1 year,0
1400.0,,< 1 year,0
1300.0,,8 years,0
3000.0,,2 years,0
1325.0,,2 years,0
2000.0,,10+ years,0
5000.0,,< 1 year,0
4500.0,,< 1 year,0
5000.0,,10+ years,0
5500.0,,10+ years,0
3000.0,,4 years,0
2500.0,,1 year,0
3500.0,,5 years,0
7000.0,,3 years,0
2500.0,,1 year,0
1000.0,,6 years,0
6500.0,,6 years,0
7500.0,,< 1 year,0
5500.0,,3 years,0
1000.0,,1 year,0
3000.0,,1 year,0
5000.0,,< 1 year,0
1000.0,,4 years,0
7000.0,,3 years,0
2000.0,,< 1 year,0
2500.0,,4 years,0
2500.0,,9 years,0
1200.0,,1 year,0
10000.0,,< 1 year,0
5000.0,,1 year,0
3500.0,,2 years,0
1000.0,,4 years,0
1000.0,,< 1 year,0
2000.0,,3 years,0
6500.0,,3 years,0
1000.0,,2 years,0
6000.0,,2 years,0
3000.0,,3 years,0
2500.0,,3 years,0
1000.0,,3 years,0
4000.0,,< 1 year,0
7000.0,,3 years,0
5000.0,,2 years,0
7500.0,,10+ years,0
15000.0,,5 years,0
1500.0,,< 1 year,0
2000.0,,10+ years,0
6500.0,,10+ years,0
4500.0,,5 years,0
3000.0,,8 years,0
5500.0,,10+ years,0
4000.0,,< 1 year,0
5000.0,,3 years,0
5000.0,,< 1 year,0
2000.0,,< 1 year,0
5000.0,,10+ years,0
7500.0,,2 years,0
3000.0,,2 years,0
4000.0,,< 1 year,0
3000.0,,< 1 year,0
3000.0,,2 years,0
5000.0,,2 years,0
7500.0,,< 1 year,0
7500.0,,1 year,0
6500.0,,< 1 year,0
5000.0,,< 1 year,0
2000.0,,5 years,0
7500.0,,2 years,0
5000.0,,< 1 year,0
3000.0,,4 years,0
1000.0,,< 1 year,0
3000.0,,10+ years,0
5000.0,,2 years,0
3000.0,,4 years,0
5000.0,,2 years,0
5000.0,,1 year,0
1500.0,,1 year,0
5000.0,,4 years,0
6500.0,,10+ years,0
5000.0,,4 years,0
7500.0,,< 1 year,0
5000.0,,2 years,0
5500.0,,3 years,0
1900.0,,< 1 year,0
9000.0,,1 year,0
3000.0,,< 1 year,0
2500.0,,2 years,0
2000.0,,< 1 year,0
1700.0,,1 year,0
2000.0,,4 years,0
1700.0,,8 years,0
6500.0,,1 year,0
15000.0,,3 years,0
3000.0,,1 year,0
15000.0,,3 years,0
2500.0,,10+ years,0
1000.0,,5 years,0
15000.0,,10+ years,0
9500.0,,1 year,0
8000.0,,4 years,0
2500.0,,2 years,0
7000.0,,4 years,0
6000.0,,1 year,0
6000.0,,3 years,0
5000.0,,4 years,0
8500.0,,< 1 year,0
3000.0,,6 years,0
4000.0,,6 years,0
15000.0,,2 years,0
6000.0,,10+ years,0
8000.0,,1 year,0
20000.0,,4 years,0
25000.0,,10+ years,0
6000.0,,5 years,0
20000.0,,4 years,0
10000.0,,1 year,0
5000.0,,10+ years,0
15000.0,,8 years,0
1000.0,,< 1 year,0
12000.0,,10+ years,0
5000.0,,9 years,0
2000.0,,< 1 year,0
2000.0,,< 1 year,0
25000.0,,< 1 year,0
13500.0,,10+ years,0
5000.0,,1 year,0
6000.0,,10+ years,0
3000.0,,2 years,0
1000.0,,2 years,0
2000.0,,3 years,0
6500.0,,1 year,0
20000.0,,4 years,0
4000.0,,< 1 year,0
4000.0,,2 years,0
10000.0,,9 years,0
18000.0,,10+ years,0
3000.0,,5 years,0
10000.0,,10+ years,0
8500.0,,10+ years,0
3000.0,,3 years,0
10000.0,,< 1 year,0
5000.0,,< 1 year,0
25000.0,,< 1 year,0
2500.0,,5 years,0
1000.0,,10+ years,0
2500.0,,< 1 year,0
2000.0,,3 years,0
3000.0,,< 1 year,0
8500.0,,1 year,0
1000.0,,2 years,0
2000.0,,1 year,0
15000.0,,10+ years,0
5000.0,,4 years,0
5000.0,,3 years,0
16000.0,,< 1 year,0
2000.0,,4 years,0
15000.0,,10+ years,0
15000.0,,10+ years,0
8000.0,,2 years,0
8000.0,,8 years,0
8000.0,,< 1 year,0
1500.0,,< 1 year,0
2000.0,,10+ years,0
5000.0,,< 1 year,0
5000.0,,< 1 year,0
25000.0,,10+ years,0
2500.0,,< 1 year,0
2500.0,,< 1 year,0
2000.0,,2 years,0
3000.0,,10+ years,0
7000.0,,1 year,0
4000.0,,8 years,0
4000.0,,< 1 year,0
4000.0,,6 years,0
1000.0,,< 1 year,0
1000.0,,< 1 year,0
15000.0,,4 years,0
25000.0,,2 years,0
2500.0,,< 1 year,0
20000.0,,< 1 year,0
15000.0,,2 years,0
5000.0,,4 years,0
10000.0,,< 1 year,0
1500.0,,5 years,0
2500.0,,8 years,0
1600.0,,8 years,0
2000.0,,1 year,0
10000.0,,2 years,0
1200.0,,1 year,0
10000.0,,1 year,0
25000.0,,3 years,0
10000.0,,< 1 year,0
15000.0,,5 years,0
2000.0,,4 years,0
1000.0,,1 year,0
3500.0,,9 years,0
9500.0,,9 years,0
1000.0,,< 1 year,0
1500.0,,4 years,0
4500.0,,< 1 year,0
1800.0,,10+ years,0
5000.0,,3 years,0
2000.0,,2 years,0
5000.0,,9 years,0
3000.0,,1 year,0
2500.0,,1 year,0
3000.0,,1 year,0
1000.0,,< 1 year,0
4500.0,,1 year,0
5000.0,,3 years,0
7000.0,,1 year,0
3500.0,,3 years,0
1700.0,,8 years,0
15000.0,,1 year,0
9000.0,,< 1 year,0
5000.0,,1 year,0
10000.0,,< 1 year,0
12000.0,,7 years,0
5000.0,,< 1 year,0
8000.0,,6 years,0
15000.0,,10+ years,0
3000.0,,10+ years,0
1000.0,,4 years,0
5500.0,,10+ years,0
15000.0,,< 1 year,0
5000.0,,< 1 year,0
1000.0,,8 years,0
20000.0,,2 years,0
5300.0,,3 years,0
10000.0,,8 years,0
7000.0,,< 1 year,0
15000.0,,2 years,0
15000.0,,2 years,0
7000.0,,1 year,0
3125.0,,4 years,0
7500.0,,1 year,0
5000.0,,10+ years,0
18250.0,,4 years,0
15000.0,,3 years,0
1600.0,,2 years,0
6000.0,,8 years,0
10000.0,,10+ years,0
2000.0,,2 years,0
2000.0,,1 year,0
1000.0,,1 year,0
6000.0,,8 years,0
5500.0,,1 year,0
4000.0,,8 years,0
6500.0,,1 year,0
1000.0,,10+ years,0
8500.0,,< 1 year,0
2000.0,,< 1 year,0
1500.0,,1 year,0
15000.0,,10+ years,0
10000.0,,3 years,0
20000.0,,2 years,0
3800.0,,4 years,0
15000.0,,7 years,0
15000.0,,10+ years,0
1000.0,,2 years,0
15000.0,,1 year,0
1500.0,,2 years,0
15000.0,,10+ years,0
1000.0,,3 years,0
15000.0,,7 years,0
5000.0,,< 1 year,0
1000.0,,< 1 year,0
2500.0,,1 year,0
5000.0,,10+ years,0
15000.0,,< 1 year,0
15000.0,,5 years,0
5000.0,,2 years,0
14000.0,,6 years,0
4800.0,,2 years,0
13000.0,,10+ years,0
6000.0,,10+ years,0
15500.0,,7 years,0
10000.0,,4 years,0
6000.0,,< 1 year,0
10000.0,,4 years,0
10000.0,,2 years,0
20000.0,,10+ years,0
5600.0,,< 1 year,0
8000.0,,1 year,0
14000.0,,6 years,0
7500.0,,3 years,0
3000.0,,9 years,0
3500.0,,< 1 year,0
10000.0,,1 year,0
5000.0,,< 1 year,0
12000.0,,3 years,0
1500.0,,< 1 year,0
4000.0,,< 1 year,0
3500.0,,10+ years,0
6500.0,,< 1 year,0
11000.0,,< 1 year,0
11000.0,,5 years,0
5000.0,,9 years,0
10000.0,,< 1 year,0
20000.0,,9 years,0
5825.0,,2 years,0
3000.0,,< 1 year,0
10000.0,,< 1 year,0
1000.0,,10+ years,0
6000.0,,< 1 year,0
20000.0,,< 1 year,0
8000.0,,10+ years,0
8000.0,,3 years,0
7000.0,,2 years,0
1000.0,,3 years,0
4000.0,,< 1 year,0
20000.0,,4 years,0
2000.0,,< 1 year,0
6000.0,,1 year,0
5000.0,,10+ years,0
15550.0,,10+ years,0
17000.0,,< 1 year,0
16000.0,,1 year,0
10000.0,,1 year,0
10000.0,,2 years,0
3000.0,,< 1 year,0
5000.0,,< 1 year,0
2000.0,,8 years,0
5000.0,,1 year,0
10000.0,,2 years,0
16000.0,,3 years,0
20000.0,,7 years,0
23721.0,,4 years,0
12000.0,,2 years,0
1500.0,,< 1 year,0
15000.0,,< 1 year,0
5000.0,,3 years,0
3500.0,,2 years,0
25000.0,,< 1 year,0
8000.0,,10+ years,0
4000.0,,< 1 year,0
2000.0,,6 years,0
5000.0,,1 year,0
20000.0,,1 year,0
14000.0,,< 1 year,0
18000.0,,5 years,0
24000.0,,4 years,0
5000.0,,< 1 year,0
1000.0,,1 year,0
9000.0,,< 1 year,0
3500.0,,2 years,0
2000.0,,8 years,0
10000.0,,3 years,0
15000.0,,< 1 year,0
2000.0,,< 1 year,0
1500.0,,4 years,0
25000.0,,< 1 year,0
2000.0,,< 1 year,0
10000.0,,1 year,0
3000.0,,< 1 year,0
10000.0,,< 1 year,0
9000.0,,< 1 year,0
3000.0,,< 1 year,0
1000.0,,10+ years,0
5000.0,,1 year,0
4500.0,,2 years,0
5000.0,,2 years,0
1000.0,,< 1 year,0
5000.0,,4 years,0
5000.0,,< 1 year,0
9600.0,,10+ years,0
25000.0,,5 years,0
7839.96,,8 years,0
4000.0,,1 year,0
20000.0,,5 years,0
2000.0,,< 1 year,0
25000.0,,10+ years,0
5000.0,,3 years,0
15500.0,,9 years,0
2000.0,,< 1 year,0
9500.0,,3 years,0
4500.0,,6 years,0
2500.0,,2 years,0
4000.0,,10+ years,0
15000.0,,5 years,0
16000.0,,10+ years,0
7000.0,,10+ years,0
7000.0,,2 years,0
5000.0,,3 years,0
15000.0,,8 years,0
5500.0,,10+ years,0
19380.0,,10+ years,0
15000.0,,< 1 year,0
8000.0,,6 years,0
2000.0,,1 year,0
5000.0,,< 1 year,0
6000.0,,2 years,0
25000.0,,< 1 year,0
25000.0,,4 years,0
12000.0,,6 years,0
20000.0,,8 years,0
4000.0,,3 years,0
20000.0,,< 1 year,0
18000.0,,< 1 year,0
25000.0,,< 1 year,0
14000.0,,10+ years,0
25000.0,,< 1 year,0
10000.0,,1 year,0
5000.0,,9 years,0
5000.0,,< 1 year,0
1000.0,,< 1 year,0
1600.0,,3 years,0
20000.0,,3 years,0
20000.0,,< 1 year,0
20000.0,,< 1 year,0
12000.0,,< 1 year,0
10000.0,,3 years,0
20000.0,,5 years,0
1000.0,,1 year,0
1000.0,,< 1 year,0
1500.0,,< 1 year,0
3000.0,,< 1 year,0
25000.0,,3 years,0
24000.0,,10+ years,0
6000.0,,3 years,0
3500.0,,2 years,0
2500.0,,10+ years,0
15000.0,,1 year,0
10000.0,,10+ years,0
25000.0,,1 year,0
1500.0,,< 1 year,0
17000.0,,10+ years,0
3500.0,,7 years,0
3500.0,,2 years,0
25000.0,,< 1 year,0
15000.0,,8 years,0
3500.0,,1 year,0
10000.0,,2 years,0
3000.0,,2 years,0
5000.0,,< 1 year,0
15000.0,,< 1 year,0
10000.0,,< 1 year,0
3000.0,,2 years,0
10000.0,,< 1 year,0
7500.0,,< 1 year,0
1500.0,,< 1 year,0
20000.0,,10+ years,0
18000.0,,10+ years,0
25000.0,,< 1 year,0
10000.0,,2 years,0
5000.0,,10+ years,0
1000.0,,1 year,0
5000.0,,< 1 year,0
22000.0,,< 1 year,0
7000.0,,6 years,0
1000.0,,2 years,0
7500.0,,< 1 year,0
10775.0,,< 1 year,0
20000.0,,< 1 year,0
10000.0,,1 year,0
22000.0,,2 years,0
1500.0,,1 year,0
18000.0,,4 years,0
10000.0,,< 1 year,0
4500.0,,10+ years,0
25000.0,,1 year,0
6000.0,,< 1 year,0
10000.0,,< 1 year,0
5000.0,,4 years,0
20000.0,,< 1 year,0
7000.0,,1 year,0
2000.0,,4 years,0
5000.0,,1 year,0
25000.0,,9 years,0
5000.0,,< 1 year,0
24500.0,,5 years,0
2000.0,,< 1 year,0
25000.0,,1 year,0
25000.0,,1 year,0
25000.0,,2 years,0
5000.0,,< 1 year,0
11000.0,,< 1 year,0
25000.0,,9 years,0
1000.0,,2 years,0
12000.0,,5 years,0
8500.0,,7 years,0
25000.0,,3 years,0
11000.0,,3 years,0
5000.0,,4 years,0
1000.0,,< 1 year,0
1000.0,,1 year,0
2000.0,,< 1 year,0
2500.0,,6 years,0
20000.0,,< 1 year,0
2000.0,,1 year,0
6100.0,,1 year,0
3000.0,,< 1 year,0
7000.0,,10+ years,0
5000.0,,3 years,0
3000.0,,< 1 year,0
7000.0,,< 1 year,0
25000.0,,10+ years,0
3000.0,,6 years,0
4000.0,,5 years,0
12000.0,,1 year,0
1000.0,,1 year,0
4500.0,,< 1 year,0
15000.0,,8 years,0
25000.0,,3 years,0
2500.0,,< 1 year,0
2500.0,,4 years,0
3850.0,,10+ years,0
4000.0,,< 1 year,0
25000.0,,8 years,0
7000.0,,< 1 year,0
10000.0,,8 years,0
15000.0,,< 1 year,0
5000.0,,< 1 year,0
3000.0,,< 1 year,0
15000.0,,< 1 year,0
10000.0,,< 1 year,0
5000.0,,3 years,0
18000.0,,8 years,0
2000.0,,< 1 year,0
2000.0,,< 1 year,0
2000.0,,2 years,0
1100.0,,1 year,0
15000.0,,3 years,0
10500.0,,2 years,0
3000.0,,5 years,0
2000.0,,< 1 year,0
5000.0,,< 1 year,0
10000.0,,10+ years,0
4000.0,,< 1 year,0
5000.0,,< 1 year,0
1500.0,,< 1 year,0
2000.0,,8 years,0
3000.0,,< 1 year,0
8000.0,,< 1 year,0
11600.0,,8 years,0
20000.0,,4 years,0
7500.0,,2 years,0
4500.0,,< 1 year,0
2000.0,,1 year,0
15000.0,,6 years,0
15000.0,,3 years,0
25000.0,,< 1 year,0
3000.0,,9 years,0
1000.0,,1 year,0
9000.0,,3 years,0
10000.0,,6 years,0
10000.0,,1 year,0
1000.0,,< 1 year,0
3000.0,,4 years,0
2000.0,,8 years,0
4000.0,,10+ years,0
7000.0,,1 year,0
15000.0,,< 1 year,0
25000.0,,4 years,0
7000.0,,< 1 year,0
15000.0,,4 years,0
25000.0,,< 1 year,0
2500.0,,< 1 year,0
20000.0,,10+ years,0
6000.0,,1 year,0
5000.0,,2 years,0
7000.0,,7 years,0
10000.0,,9 years,0
15000.0,,< 1 year,0
20000.0,,1 year,0
4000.0,,2 years,0
5700.0,,10+ years,0
5400.0,,1 year,0
23000.0,,4 years,0
8000.0,,4 years,0
15000.0,,1 year,0
3000.0,,3 years,0
15500.0,,3 years,0
5000.0,,6 years,0
5000.0,,1 year,0
2000.0,,1 year,0
2500.0,,1 year,0
4000.0,,< 1 year,0
5000.0,,4 years,0
3000.0,,5 years,0
15000.0,,2 years,0
24000.0,,< 1 year,0
5000.0,,2 years,0
2500.0,,< 1 year,0
9000.0,,3 years,0
5000.0,,< 1 year,0
3000.0,,3 years,0
1500.0,,< 1 year,0
7000.0,,2 years,0
5000.0,,< 1 year,0
10000.0,,< 1 year,0
15000.0,,1 year,0
5000.0,,< 1 year,0
5000.0,,3 years,0
3000.0,,< 1 year,0
5000.0,,2 years,0
15000.0,,< 1 year,0
15000.0,,1 year,0
2000.0,,10+ years,0
5000.0,,10+ years,0
9000.0,,10+ years,0
5000.0,,2 years,0
1400.0,,< 1 year,0
6000.0,,1 year,0
1500.0,,< 1 year,0
3000.0,,< 1 year,0
5000.0,,5 years,0
2000.0,,4 years,0
2700.0,,< 1 year,0
1500.0,,< 1 year,0
15000.0,,< 1 year,0
19000.0,,10+ years,0
5000.0,,< 1 year,0
4000.0,,2 years,0
4000.0,,< 1 year,0
10000.0,,< 1 year,0
25000.0,,1 year,0
15500.0,,1 year,0
10000.0,,3 years,0
20000.0,,4 years,0
