loan_amnt,State,emp_length,label
35000,E,3 years,1
24000,E,3 years,1
10000,E,unknown,1
4575,E,1 year,1
4200,E,10+ years,1
35000,E,10+ years,1
32000,E,10+ years,1
7200,E,< 1 year,1
14400,E,8 years,1
12600,E,2 years,1
14000,E,9 years,1
12000,E,2 years,1
12000,E,8 years,1
24000,E,7 years,1
10000,E,10+ years,1
2975,E,9 years,1
14000,E,< 1 year,1
14550,E,< 1 year,1
25000,E,2 years,1
31500,E,< 1 year,1
35000,E,10+ years,1
31000,E,9 years,1
20000,E,10+ years,1
20000,E,< 1 year,1
20000,E,10+ years,1
15000,E,1 year,1
16000,E,10+ years,1
28000,E,10+ years,1
4000,E,8 years,1
23500,E,unknown,1
5000,E,1 year,1
30000,E,10+ years,1
15000,E,10+ years,1
26000,E,< 1 year,1
24475,E,10+ years,1
18000,E,10+ years,1
15000,E,10+ years,1
28000,E,5 years,1
10000,E,2 years,1
22000,E,9 years,1
10000,E,10+ years,1
24850,E,unknown,1
5450,E,unknown,1
10100,E,10+ years,1
3000,E,10+ years,1
15000,E,< 1 year,1
25000,E,2 years,1
22075,E,2 years,1
16725,E,10+ years,1
7000,E,10+ years,1
20000,E,10+ years,1
21700,E,10+ years,1
11200,E,10+ years,1
16000,E,2 years,1
20000,E,10+ years,1
12000,E,10+ years,1
28000,E,6 years,1
12600,E,2 years,1
25000,E,8 years,1
28000,E,3 years,1
7200,E,3 years,1
16000,E,8 years,1
14000,E,10+ years,1
13300,E,7 years,1
5500,E,2 years,1
25000,E,10+ years,1
16000,,10+ years,1
35000,,7 years,1
15000,,10+ years,1
20000,,< 1 year,1
20000,,10+ years,1
15225,,3 years,1
9500,,10+ years,1
10000,,10+ years,1
25000,,10+ years,1
30000,,5 years,1
15000,,10+ years,1
26000,,6 years,1
25000,,unknown,1
33100,,10+ years,1
15000,,10+ years,1
14000,,10+ years,1
5000,,< 1 year,1
14400,,< 1 year,1
1400,,10+ years,1
9500,,4 years,1
14225,,5 years,1
25000,,10+ years,1
10800,,3 years,1
14425,,10+ years,1
8600,,10+ years,1
18000,,10+ years,1
13000,,9 years,1
35000,,8 years,1
11775,,2 years,1
5000,,2 years,1
7500,,10+ years,1
5500,,7 years,1
30000,,3 years,1
11200,,10+ years,1
9600,,10+ years,1
16325,,10+ years,1
13250,,9 years,1
8000,,8 years,1
14000,,3 years,1
14400,,1 year,1
8450,,4 years,1
30000,,10+ years,1
15000,,1 year,1
10125,,10+ years,1
4175,,unknown,1
35000,,10+ years,1
9600,,10+ years,1
10200,,6 years,1
1500,,10+ years,1
10850,,10+ years,1
11800,,10+ years,1
23000,,3 years,1
17000,,unknown,1
8000,,6 years,1
15000,,2 years,1
27000,,7 years,1
4200,,6 years,1
4000,,4 years,1
3200,,10+ years,1
13600,,3 years,1
17500,,10+ years,1
18800,,10+ years,1
12000,,7 years,1
15000,,2 years,1
14400,,10+ years,1
7725,,6 years,1
9375,,10+ years,1
28000,,1 year,1
21000,,5 years,1
15000,,8 years,1
12000,,2 years,1
25000,,2 years,1
14400,,10+ years,1
24000,,9 years,1
30000,,7 years,1
10000,,10+ years,1
11450,,10+ years,1
11200,,8 years,1
8000,,10+ years,1
10800,,2 years,1
6000,,10+ years,1
8400,,9 years,1
20000,,10+ years,1
12000,,6 years,1
18000,,10+ years,1
10000,,10+ years,1
8050,,unknown,1
2800,,10+ years,1
6000,,10+ years,1
6000,,2 years,1
19175,,5 years,1
8800,,3 years,1
10000,,1 year,1
5000,,10+ years,1
35000,,3 years,1
10000,,10+ years,1
15000,,< 1 year,1
10000,,10+ years,1
7500,,1 year,1
30100,,8 years,1
7000,,10+ years,1
2500,,10+ years,1
12000,,9 years,1
35000,,4 years,1
24000,,10+ years,1
18475,,3 years,1
23050,,10+ years,1
35000,,10+ years,1
6000,,unknown,1
19950,,10+ years,1
15000,,6 years,1
17125,,9 years,1
12000,,4 years,1
7775,,6 years,1
29000,,unknown,1
3000,,10+ years,1
10000,,10+ years,1
6000,,3 years,1
8000,,10+ years,1
15000,,< 1 year,1
8000,,10+ years,1
17300,,unknown,1
16000,,2 years,1
12000,,10+ years,1
12350,,10+ years,1
35000,,10+ years,1
6000,,8 years,1
5500,,10+ years,1
5000,,2 years,1
8400,,4 years,1
3000,,1 year,1
18000,,10+ years,1
35000,,10+ years,1
7550,,10+ years,1
6500,,10+ years,1
6000,,1 year,1
30000,,10+ years,1
19600,,10+ years,1
10000,,10+ years,1
25000,,2 years,1
18000,,3 years,1
18000,,10+ years,1
1450,,2 years,1
1000,,< 1 year,1
6000,,1 year,1
7000,,10+ years,1
12000,,10+ years,1
12000,,10+ years,1
10000,,unknown,1
11200,,4 years,1
18000,,8 years,1
24000,,7 years,1
10000,,10+ years,1
10000,,3 years,1
15000,,10+ years,1
35000,,10+ years,1
3250,,< 1 year,1
3450,,1 year,1
29800,,10+ years,1
15000,,2 years,1
17000,,10+ years,1
25000,,8 years,1
19200,,3 years,1
5000,,7 years,1
16000,,10+ years,1
12000,,< 1 year,1
10000,,8 years,1
7000,,5 years,1
22000,,10+ years,1
7425,,3 years,1
15600,,10+ years,1
25000,,10+ years,1
19000,,unknown,1
3600,,1 year,1
28000,,8 years,1
5050,,unknown,1
3400,,5 years,1
5600,,10+ years,1
7500,,1 year,1
20000,,1 year,1
14375,,10+ years,1
5350,,5 years,1
28000,,10+ years,1
25000,,1 year,1
22000,,10+ years,1
25000,,8 years,1
35000,,unknown,1
32000,,10+ years,1
9050,,10+ years,1
20000,,7 years,1
33000,,< 1 year,1
5000,,10+ years,1
18000,,2 years,1
12800,,10+ years,1
32500,,10+ years,1
13100,,10+ years,1
5000,,5 years,1
13725,,10+ years,1
20600,,unknown,1
15000,,4 years,1
12000,,8 years,1
8050,,7 years,1
12000,,unknown,1
25000,,< 1 year,1
16000,,9 years,1
10000,,unknown,1
7000,,10+ years,1
27550,,8 years,1
11600,,9 years,1
6000,,9 years,1
15725,,2 years,1
23000,,6 years,1
3000,,unknown,1
7500,,< 1 year,1
9525,,3 years,1
12000,,10+ years,1
7400,,< 1 year,1
9600,,10+ years,1
16000,,unknown,1
7200,,4 years,1
5000,,10+ years,1
10000,,10+ years,1
21000,,10+ years,1
30000,,5 years,1
12000,,10+ years,1
6150,,4 years,1
3000,,10+ years,1
24000,,2 years,1
7500,,unknown,1
24000,,1 year,1
1800,,7 years,1
20000,,10+ years,1
4000,,10+ years,1
13800,,10+ years,1
12000,,8 years,1
15000,,9 years,1
15900,,unknown,1
17300,,10+ years,1
2000,,2 years,1
25000,,10+ years,1
3275,,< 1 year,1
6000,,10+ years,1
6000,,4 years,1
25000,,6 years,1
3000,,9 years,1
7000,,8 years,1
20000,,10+ years,1
25000,,5 years,1
10000,,10+ years,1
15000,,9 years,1
12600,,10+ years,1
8000,,10+ years,1
5000,,9 years,1
5000,,10+ years,1
20100,,4 years,1
12000,,< 1 year,1
16000,,8 years,1
3500,,10+ years,1
14500,,10+ years,1
16650,,7 years,1
8000,,5 years,1
5000,,10+ years,1
29000,,5 years,1
12000,,3 years,1
9000,,10+ years,1
2100,,9 years,1
30000,,4 years,1
8325,,1 year,1
5000,,unknown,1
7500,,10+ years,1
5000,,1 year,1
2000,,8 years,1
18000,,10+ years,1
12000,,10+ years,1
5000,,7 years,1
6000,,3 years,1
12000,,5 years,1
20000,,10+ years,1
8000,,1 year,1
17000,,10+ years,1
14000,,10+ years,1
30000,,10+ years,1
19250,,8 years,1
28000,,2 years,1
10000,,1 year,1
9050,,10+ years,1
11950,,4 years,1
5000,,8 years,1
6150,,unknown,1
7125,,10+ years,1
4500,,3 years,1
10000,,3 years,1
7000,,4 years,1
12500,,2 years,1
25000,,unknown,1
11200,,10+ years,1
25000,,10+ years,1
35000,,2 years,1
7500,,unknown,1
18000,,8 years,1
2500,,10+ years,1
5400,,10+ years,1
10000,,8 years,1
12000,,1 year,1
11525,,8 years,1
12000,,10+ years,1
20050,,1 year,1
21600,,10+ years,1
15000,,10+ years,1
10000,,10+ years,1
18000,,10+ years,1
7200,,9 years,1
20000,,10+ years,1
1200,,unknown,1
33000,,10+ years,1
17350,,8 years,1
20000,,10+ years,1
1500,,10+ years,1
12000,,10+ years,1
10000,,7 years,1
20000,,10+ years,1
17750,,10+ years,1
20000,,9 years,1
6500,,1 year,1
12800,,10+ years,1
25000,,10+ years,1
12000,,2 years,1
14400,,2 years,1
24000,,5 years,1
14400,,5 years,1
29250,,3 years,1
9000,,1 year,1
20000,,2 years,1
22525,,6 years,1
12000,,10+ years,1
28000,,5 years,1
15000,,4 years,1
20000,,10+ years,1
6000,,10+ years,1
24000,,2 years,1
26000,,8 years,1
35000,,10+ years,1
5000,,10+ years,1
3850,,2 years,1
16000,,10+ years,1
17500,,10+ years,1
22000,,6 years,1
5000,,10+ years,1
9325,,10+ years,1
5000,,10+ years,1
20000,,5 years,1
18850,,10+ years,1
10850,,unknown,1
12000,,10+ years,1
22400,,2 years,1
15000,,9 years,1
21000,,5 years,1
16800,,10+ years,1
17650,,2 years,1
35000,,10+ years,1
23000,,10+ years,1
5850,,10+ years,1
2500,,6 years,1
24000,,10+ years,1
12800,,6 years,1
6500,,3 years,1
13200,,4 years,1
7000,,10+ years,1
6000,,8 years,1
8000,,10+ years,1
20000,,7 years,1
11000,,8 years,1
1000,,10+ years,1
20000,,10+ years,1
3200,,10+ years,1
11200,,10+ years,1
25000,,3 years,1
15000,,3 years,1
19000,,10+ years,1
5075,,unknown,1
14000,,5 years,1
5000,,< 1 year,1
8000,,4 years,1
20000,,4 years,1
35000,,10+ years,1
18000,,unknown,1
35000,,< 1 year,1
21775,,9 years,1
35000,,9 years,1
15000,,7 years,1
29400,,8 years,1
3650,,8 years,1
10000,,9 years,1
10000,,10+ years,1
12000,,10+ years,1
21000,,10+ years,1
17925,,3 years,1
12000,,< 1 year,1
2500,,7 years,1
16000,,4 years,1
2000,,4 years,1
5000,,10+ years,1
24000,,10+ years,1
16500,,5 years,1
5600,,10+ years,1
15400,,4 years,1
28000,,10+ years,1
18000,,7 years,1
9875,,4 years,1
5100,,9 years,1
10500,,6 years,1
10000,,1 year,1
16000,,6 years,1
20000,,5 years,1
7000,,10+ years,1
20000,,10+ years,1
13375,,4 years,1
14400,,10+ years,1
20000,,10+ years,1
20000,,10+ years,1
20000,,6 years,1
17350,,10+ years,1
25000,,5 years,1
10000,,6 years,1
14400,,10+ years,1
12000,,1 year,1
25925,,6 years,1
12000,,8 years,1
20000,,7 years,1
10000,,unknown,1
3000,,10+ years,1
4800,,10+ years,1
10000,,10+ years,1
18000,,3 years,1
21000,,4 years,1
20000,,10+ years,1
4000,,2 years,1
5175,,10+ years,1
15000,,10+ years,1
15500,,5 years,1
5000,,3 years,1
9725,,unknown,1
18000,,9 years,1
10200,,10+ years,1
14000,,7 years,1
16550,,3 years,1
12000,,3 years,1
12000,,5 years,1
30000,,4 years,1
10575,,8 years,1
18000,,10+ years,1
22475,,10+ years,1
5000,,10+ years,1
15850,,< 1 year,1
12000,,2 years,1
1950,,unknown,1
12000,,< 1 year,1
12000,,5 years,1
12000,,10+ years,1
14000,,10+ years,1
15000,,10+ years,1
10800,,8 years,1
27500,,10+ years,1
10000,,5 years,1
5000,,10+ years,1
20000,,< 1 year,1
7200,,unknown,1
8500,,1 year,1
14400,,1 year,1
11000,,10+ years,1
35000,,3 years,1
10500,,4 years,1
24000,,10+ years,1
16800,,10+ years,1
20000,,5 years,1
8400,,2 years,1
19000,,1 year,1
15000,,2 years,1
10000,,unknown,1
10000,,10+ years,1
3125,,10+ years,1
6350,,7 years,1
3600,,10+ years,1
14025,,8 years,1
15000,,4 years,1
15000,,10+ years,1
30000,,8 years,1
10000,,3 years,1
12000,,10+ years,1
21000,,< 1 year,1
30000,,4 years,1
12000,,10+ years,1
6000,,10+ years,1
11550,,2 years,1
8400,,10+ years,1
16000,,10+ years,1
20000,,< 1 year,1
3100,,1 year,1
20000,,10+ years,1
2650,,< 1 year,1
11000,,3 years,1
30000,,10+ years,1
24000,,10+ years,1
17000,,10+ years,1
18000,,1 year,1
5450,,5 years,1
35000,,10+ years,1
21000,,3 years,1
19425,,9 years,1
13000,,3 years,1
14400,,1 year,1
14050,,10+ years,1
7775,,8 years,1
13000,,10+ years,1
3000,,5 years,1
21625,,10+ years,1
15000,,< 1 year,1
12000,,9 years,1
14000,,10+ years,1
5000,,2 years,1
4200,,10+ years,1
7000,,unknown,1
9000,,10+ years,1
18000,,10+ years,1
35000,,10+ years,1
13400,,unknown,1
18000,,unknown,1
15000,,10+ years,1
28000,,10+ years,1
10000,,2 years,1
11625,,10+ years,1
15000,,7 years,1
35000,,10+ years,1
6000,,10+ years,1
35000,,2 years,1
9000,,10+ years,1
11525,,9 years,1
3000,,10+ years,1
12000,,3 years,1
6950,,8 years,1
10000,,5 years,1
8000,,10+ years,1
6000,,3 years,1
24000,,10+ years,1
20000,,1 year,1
17275,,2 years,1
20000,,10+ years,1
24000,,5 years,1
5000,,unknown,1
5000,,10+ years,1
10000,,7 years,1
15000,,< 1 year,1
28000,,5 years,1
3400,,3 years,1
5175,,6 years,1
23000,,10+ years,1
4900,,9 years,1
4000,,< 1 year,1
14000,,unknown,1
9700,,7 years,1
8000,,2 years,1
19275,,4 years,1
18000,,9 years,1
17125,,8 years,1
5000,,6 years,1
10600,,10+ years,1
20000,,10+ years,1
3400,,2 years,1
2000,,unknown,1
5000,,2 years,1
4800,,1 year,1
4800,,3 years,1
10000,,7 years,1
6000,,10+ years,1
9000,,10+ years,1
10000,,10+ years,1
7500,,10+ years,1
6200,,7 years,1
28000,,3 years,1
25000,,10+ years,1
12000,,10+ years,1
28000,,10+ years,1
10000,,2 years,1
25000,,10+ years,1
2000,,10+ years,1
25000,,< 1 year,1
10925,,6 years,1
8400,,4 years,1
15000,,2 years,1
10000,,8 years,1
5000,,10+ years,1
9000,,3 years,1
12000,,10+ years,1
10000,,unknown,1
2000,,10+ years,1
18900,,10+ years,1
26500,,10+ years,1
16000,,10+ years,1
15000,,unknown,1
27900,,10+ years,1
2500,,unknown,1
24000,,8 years,1
10000,,1 year,1
15000,,unknown,1
16000,,10+ years,1
18500,,2 years,1
18000,,< 1 year,1
35000,,10+ years,1
3475,,10+ years,1
2800,,4 years,1
26400,,5 years,1
24000,,10+ years,1
34550,,3 years,1
5000,,7 years,1
24150,,5 years,1
20000,,5 years,1
6000,,10+ years,1
15000,,10+ years,1
12000,,3 years,1
12000,,10+ years,1
7500,,6 years,1
12000,,5 years,1
20000,,5 years,1
20000,,10+ years,1
9000,,4 years,1
9000,,4 years,1
7000,,unknown,1
20000,,10+ years,1
13200,,10+ years,1
13000,,1 year,1
35000,,10+ years,1
7000,,9 years,1
25000,,unknown,1
20000,,2 years,1
1500,,< 1 year,1
8000,,10+ years,1
3600,,10+ years,1
3000,,10+ years,1
14400,,10+ years,1
9225,,2 years,1
32000,,4 years,1
16000,,< 1 year,1
5400,,2 years,1
14000,,9 years,1
14000,,3 years,1
28000,,< 1 year,1
7500,,2 years,1
7800,,2 years,1
12000,,10+ years,1
20000,,3 years,1
30000,,10+ years,1
5100,,5 years,1
7000,,10+ years,1
12225,,5 years,1
15000,,9 years,1
24000,,10+ years,1
20000,,10+ years,1
12075,,8 years,1
12000,,3 years,1
5000,,unknown,1
11925,,5 years,1
23100,,5 years,1
5000,,5 years,1
30000,,5 years,1
20000,,10+ years,1
11200,,10+ years,1
20000,,10+ years,1
5050,,3 years,1
15000,,10+ years,1
20000,,10+ years,1
6000,,< 1 year,1
2500,,3 years,1
7800,,< 1 year,1
24450,,6 years,1
20150,,10+ years,1
25000,,4 years,1
23975,,< 1 year,1
9600,,10+ years,1
24000,,10+ years,1
24000,,7 years,1
32000,,10+ years,1
24000,,10+ years,1
10000,,10+ years,1
18000,,10+ years,1
3600,,unknown,1
7000,,unknown,1
16000,,unknown,1
35000,,5 years,1
20000,,< 1 year,1
11600,,10+ years,1
29000,,10+ years,1
4025,,5 years,1
12000,,3 years,1
24000,,< 1 year,1
28000,,10+ years,1
30000,,6 years,1
24000,,10+ years,1
8000,,2 years,1
7000,,< 1 year,1
12000,,10+ years,1
17400,,10+ years,1
1500,,1 year,1
5000,,3 years,1
7075,,< 1 year,1
5000,,10+ years,1
6000,,10+ years,1
1600,,5 years,1
5000,,10+ years,1
10800,,9 years,1
23000,,10+ years,1
22000,,7 years,1
11200,,10+ years,1
14425,,< 1 year,1
8000,,2 years,1
16000,,9 years,1
10825,,unknown,1
25000,,10+ years,1
16025,,unknown,1
16325,,10+ years,1
7325,,5 years,1
8000,,4 years,1
12000,,10+ years,1
7125,,< 1 year,1
6000,,10+ years,1
10975,,5 years,1
10575,,10+ years,1
5600,,7 years,1
13000,,10+ years,1
35000,,5 years,1
20000,,unknown,1
2800,,unknown,1
25800,,unknown,1
6700,,unknown,1
6500,,6 years,1
20000,,unknown,1
12500,,unknown,1
10000,,< 1 year,1
30000,,8 years,1
22000,,10+ years,1
8000,,3 years,1
30725,,< 1 year,1
11000,,10+ years,1
20000,,unknown,1
28000,,2 years,1
13000,,10+ years,1
12000,,2 years,1
21000,,7 years,1
4200,,unknown,1
25000,,5 years,1
14400,,10+ years,1
21850,,5 years,1
24000,,9 years,1
15475,,8 years,1
35000,,10+ years,1
2400,,10+ years,1
4000,,2 years,1
6400,,1 year,1
20000,,10+ years,1
5000,,10+ years,1
25000,,3 years,1
4000,,3 years,1
4800,,< 1 year,1
7800,,10+ years,1
18000,,10+ years,1
10000,,3 years,1
9000,,10+ years,1
25000,,10+ years,1
10000,,2 years,1
24000,,10+ years,1
10000,,8 years,1
2000,,unknown,1
7200,,unknown,1
20000,,10+ years,1
35000,,6 years,1
10000,,3 years,1
9575,,9 years,1
15000,,6 years,1
21000,,7 years,1
15000,,10+ years,1
12000,,8 years,1
8550,,2 years,1
35000,,10+ years,1
10000,,7 years,1
30000,,10+ years,1
30000,,8 years,1
1000,,10+ years,1
16200,,10+ years,1
18400,,7 years,1
12000,,4 years,1
20000,,4 years,1
26000,,3 years,1
2000,,< 1 year,1
25000,,10+ years,1
8275,,< 1 year,1
6000,,3 years,1
10000,,< 1 year,1
25700,,3 years,1
26400,,unknown,1
10000,,10+ years,1
23600,,5 years,1
27000,,4 years,1
24000,,10+ years,1
24750,,10+ years,1
20000,,10+ years,1
21450,,10+ years,1
20000,,7 years,1
21000,,10+ years,1
7200,,3 years,1
12000,,6 years,1
24300,,unknown,1
21000,,10+ years,1
8000,,9 years,1
35000,,10+ years,1
12000,,7 years,1
18000,,10+ years,1
12000,,6 years,1
5125,,10+ years,1
11525,,9 years,1
2650,,10+ years,1
8000,,4 years,1
8000,,10+ years,1
10000,,10+ years,1
8000,,8 years,1
12000,,unknown,1
7750,,5 years,1
20000,,3 years,1
10000,,10+ years,1
15000,,10+ years,1
11500,,8 years,1
11500,,< 1 year,1
17500,,10+ years,1
22675,,10+ years,1
17500,,10+ years,1
24950,,< 1 year,1
4700,,10+ years,1
5000,,4 years,1
20000,,10+ years,1
6000,,10+ years,1
6000,,10+ years,1
30000,,10+ years,1
12000,,10+ years,1
24800,,< 1 year,1
12150,,10+ years,1
10000,,10+ years,1
10000,,3 years,1
5500,,10+ years,1
20000,,10+ years,1
18000,,10+ years,1
15625,,1 year,1
14000,,5 years,1
18000,,9 years,1
20000,,10+ years,1
15000,,10+ years,1
13500,,6 years,1
6000,,1 year,1
25000,,10+ years,1
3600,,unknown,1
2525,,1 year,1
28000,,10+ years,1
6000,,4 years,1
35000,,10+ years,1
7325,,2 years,1
6000,,< 1 year,1
7000,,2 years,1
35000,,9 years,1
22000,,2 years,1
4000,,10+ years,1
4000,,1 year,1
18000,,9 years,1
12600,,10+ years,1
16000,,2 years,1
25000,,10+ years,1
15400,,unknown,1
14300,,8 years,1
28600,,7 years,1
9600,,3 years,1
10000,,2 years,1
15000,,5 years,1
21000,,10+ years,1
2500,,10+ years,1
8000,,8 years,1
25200,,8 years,1
4800,,2 years,1
5500,,10+ years,1
9600,,4 years,1
26800,,10+ years,1
30000,,10+ years,1
13500,,unknown,1
22400,,10+ years,1
19200,,unknown,1
20000,,10+ years,1
12000,,1 year,1
23725,,10+ years,1
35000,,< 1 year,1
20000,,8 years,1
20000,,10+ years,1
25000,,8 years,1
35000,,10+ years,1
20000,,10+ years,1
20000,,10+ years,1
23000,,10+ years,1
6000,,10+ years,1
20000,,5 years,1
35000,,10+ years,1
20000,,unknown,1
11000,,10+ years,1
24700,,6 years,1
20000,,< 1 year,1
6000,,9 years,1
18000,,1 year,1
16000,,4 years,1
32400,,7 years,1
13600,,10+ years,1
6000,,3 years,1
28575,,unknown,1
10000,,< 1 year,1
24000,,10+ years,1
24000,,5 years,1
35000,,3 years,1
29000,,10+ years,1
30000,,10+ years,1
10000,,3 years,1
10000,,10+ years,1
10500,,5 years,1
30000,,9 years,1
8750,,8 years,1
12675,,9 years,1
7000,,2 years,1
1200,,6 years,1
5500,,10+ years,1
20100,,8 years,1
5000,,unknown,1
15000,,9 years,1
24000,,10+ years,1
32675,,1 year,1
15000,,2 years,1
5600,,10+ years,1
17000,,unknown,1
12000,,10+ years,1
11875,,5 years,1
15000,,10+ years,1
8000,,unknown,1
10000,,10+ years,1
14000,,2 years,1
10000,,10+ years,1
20000,,unknown,1
8000,,8 years,1
15000,,3 years,1
20000,,10+ years,1
17000,,3 years,1
35000,,10+ years,1
12000,,10+ years,1
10000,,10+ years,1
4000,,6 years,1
24000,,4 years,1
4475,,unknown,1
20000,,< 1 year,1
20000,,5 years,1
2875,,< 1 year,1
20000,,unknown,1
13000,,3 years,1
30000,,5 years,1
1000,,10+ years,1
10000,,< 1 year,1
7000,,< 1 year,1
22500,,2 years,1
15000,,4 years,1
4000,,6 years,1
11650,,7 years,1
2000,,10+ years,1
20000,,4 years,1
9675,,2 years,1
12000,,2 years,1
17925,,10+ years,1
1200,,8 years,1
35000,,5 years,1
18000,,8 years,1
12500,,2 years,1
12000,,9 years,1
12000,,unknown,1
8000,,9 years,1
11500,,10+ years,1
5000,,2 years,1
5000,,8 years,1
10000,,2 years,1
7500,,3 years,1
6500,,3 years,1
21600,,10+ years,1
5000,,3 years,1
14425,,unknown,1
4650,,7 years,1
8000,,10+ years,1
18625,,10+ years,1
23000,,8 years,1
12600,,10+ years,1
15000,,4 years,1
20000,,4 years,1
25000,,10+ years,1
3900,,10+ years,1
15575,,unknown,1
15000,,8 years,1
15000,,10+ years,1
16000,,5 years,1
35000,,10+ years,1
24000,,< 1 year,1
30000,,10+ years,1
12000,,6 years,1
7000,,7 years,1
6000,,2 years,1
24000,,8 years,1
15000,,3 years,1
5000,,10+ years,1
8400,,10+ years,1
16000,,5 years,1
10000,,7 years,1
5000,,9 years,1
12000,,3 years,1
15000,,10+ years,1
16000,,2 years,1
8000,,10+ years,1
26000,,10+ years,1
18000,,6 years,1
24000,,10+ years,1
4600,,10+ years,1
13400,,1 year,1
5000,,8 years,1
4200,,1 year,1
25000,,unknown,1
30000,,10+ years,1
10000,,unknown,1
4200,,10+ years,1
27600,,9 years,1
5500,,1 year,1
20000,,10+ years,1
4800,,unknown,1
35000,,7 years,1
11000,,4 years,1
30000,,10+ years,1
9000,,9 years,1
4600,,1 year,1
27000,,3 years,1
10000,,6 years,1
12000,,< 1 year,1
17375,,10+ years,1
6000,,10+ years,1
25000,,10+ years,1
10000,,1 year,1
12000,,10+ years,1
20150,,unknown,1
10000,,unknown,1
8000,,8 years,1
6000,,unknown,1
16000,,10+ years,1
10000,,1 year,1
9000,,10+ years,1
15000,,10+ years,1
10000,,10+ years,1
13350,,9 years,1
11200,,10+ years,1
10325,,1 year,1
12000,,unknown,1
12000,,< 1 year,1
5000,,3 years,1
6000,,10+ years,1
14675,,10+ years,1
2500,,< 1 year,1
20000,,5 years,1
9600,,7 years,1
10000,,8 years,1
12000,,unknown,1
35000,,10+ years,1
20000,,unknown,1
28000,,10+ years,1
23000,,2 years,1
25000,,10+ years,1
25000,,< 1 year,1
8975,,10+ years,1
17100,,8 years,1
7500,,10+ years,1
10725,,8 years,1
15000,,3 years,1
5350,,2 years,1
12275,,5 years,1
7000,,6 years,1
15000,,9 years,1
4000,,unknown,1
3000,,10+ years,1
35000,,2 years,1
16000,,10+ years,1
5000,,unknown,1
6300,,2 years,1
15000,,5 years,1
