loan_amnt,State,emp_length,label
8000,AL,10+ years,1
10800,AL,2 years,1
6000,AL,10+ years,1
8400,AL,9 years,1
20000,AL,10+ years,1
12000,AL,6 years,1
18000,AL,10+ years,1
10000,AL,10+ years,1
8050,AL,unknown,1
2800,AL,10+ years,1
6000,AL,10+ years,1
6000,AL,2 years,1
19175,AL,5 years,1
8800,AL,3 years,1
10000,AL,1 year,1
5000,AL,10+ years,1
35000,AL,3 years,1
10000,AL,10+ years,1
15000,AL,< 1 year,1
10000,AL,10+ years,1
7500,AL,1 year,1
30100,AL,8 years,1
7000,AL,10+ years,1
2500,AL,10+ years,1
12000,AL,9 years,1
35000,AL,4 years,1
24000,AL,10+ years,1
18475,AL,3 years,1
23050,AL,10+ years,1
35000,AL,10+ years,1
6000,AL,unknown,1
19950,AL,10+ years,1
15000,AL,6 years,1
17125,AL,9 years,1
12000,AL,4 years,1
7775,AL,6 years,1
29000,AL,unknown,1
3000,AL,10+ years,1
10000,AL,10+ years,1
6000,AL,3 years,1
8000,AL,10+ years,1
15000,AL,< 1 year,1
8000,AL,10+ years,1
17300,AL,unknown,1
16000,AL,2 years,1
12000,AL,10+ years,1
12350,AL,10+ years,1
35000,AL,10+ years,1
6000,AL,8 years,1
5500,AL,10+ years,1
5000,AL,2 years,1
8400,AL,4 years,1
3000,AL,1 year,1
18000,AL,10+ years,1
35000,AL,10+ years,1
7550,AL,10+ years,1
6500,AL,10+ years,1
6000,AL,1 year,1
30000,AL,10+ years,1
19600,AL,10+ years,1
10000,AL,10+ years,1
25000,AL,2 years,1
18000,AL,3 years,1
18000,AL,10+ years,1
1450,AL,2 years,1
1000,AL,< 1 year,1
6000,AL,1 year,1
7000,AL,10+ years,1
12000,AL,10+ years,1
12000,AL,10+ years,1
10000,AL,unknown,1
11200,AL,4 years,1
18000,AL,8 years,1
24000,AL,7 years,1
10000,AL,10+ years,1
10000,AL,3 years,1
15000,AL,10+ years,1
35000,AL,10+ years,1
3250,AL,< 1 year,1
3450,AL,1 year,1
29800,AL,10+ years,1
15000,AL,2 years,1
17000,AL,10+ years,1
25000,AL,8 years,1
19200,AL,3 years,1
5000,AL,7 years,1
16000,AL,10+ years,1
12000,AL,< 1 year,1
10000,AL,8 years,1
7000,AL,5 years,1
22000,AL,10+ years,1
7425,AL,3 years,1
15600,AL,10+ years,1
25000,AL,10+ years,1
19000,AL,unknown,1
3600,AL,1 year,1
28000,AL,8 years,1
5050,AL,unknown,1
3400,AL,5 years,1
5600,AL,10+ years,1
7500,AL,1 year,1
20000,AL,1 year,1
14375,AL,10+ years,1
5350,AL,5 years,1
28000,AL,10+ years,1
25000,AL,1 year,1
22000,AL,10+ years,1
25000,AL,8 years,1
35000,AL,unknown,1
32000,AL,10+ years,1
9050,AL,10+ years,1
20000,AL,7 years,1
33000,AL,< 1 year,1
5000,AL,10+ years,1
18000,AL,2 years,1
12800,AL,10+ years,1
32500,AL,10+ years,1
13100,AL,10+ years,1
5000,AL,5 years,1
13725,AL,10+ years,1
20600,AL,unknown,1
15000,AL,4 years,1
12000,AL,8 years,1
8050,AL,7 years,1
12000,AL,unknown,1
25000,AL,< 1 year,1
16000,AL,9 years,1
10000,AL,unknown,1
7000,AL,10+ years,1
27550,AL,8 years,1
11600,AL,9 years,1
6000,AL,9 years,1
15725,AL,2 years,1
23000,AL,6 years,1
3000,AL,unknown,1
7500,AL,< 1 year,1
9525,AL,3 years,1
12000,AL,10+ years,1
7400,AL,< 1 year,1
9600,AL,10+ years,1
16000,AL,unknown,1
7200,AL,4 years,1
5000,AL,10+ years,1
10000,AL,10+ years,1
21000,AL,10+ years,1
30000,AL,5 years,1
12000,AL,10+ years,1
6150,AL,4 years,1
3000,AL,10+ years,1
24000,AL,2 years,1
7500,AL,unknown,1
24000,AL,1 year,1
1800,AL,7 years,1
20000,AL,10+ years,1
4000,AL,10+ years,1
13800,AL,10+ years,1
12000,AL,8 years,1
15000,AL,9 years,1
15900,AL,unknown,1
17300,AL,10+ years,1
2000,AL,2 years,1
25000,AL,10+ years,1
3275,AL,< 1 year,1
6000,AL,10+ years,1
6000,AL,4 years,1
25000,AL,6 years,1
3000,AL,9 years,1
7000,AL,8 years,1
20000,AL,10+ years,1
25000,AL,5 years,1
10000,AL,10+ years,1
15000,AL,9 years,1
12600,AL,10+ years,1
8000,AL,10+ years,1
5000,AL,9 years,1
5000,AL,10+ years,1
20100,AL,4 years,1
12000,AL,< 1 year,1
16000,AL,8 years,1
3500,AL,10+ years,1
14500,AL,10+ years,1
16650,AL,7 years,1
8000,AL,5 years,1
5000,AL,10+ years,1
29000,AL,5 years,1
12000,AL,3 years,1
9000,AL,10+ years,1
2100,AL,9 years,1
30000,AL,4 years,1
8325,AL,1 year,1
5000,AL,unknown,1
7500,AL,10+ years,1
5000,AL,1 year,1
2000,AL,8 years,1
18000,AL,10+ years,1
12000,AL,10+ years,1
5000,AL,7 years,1
6000,AL,3 years,1
12000,AL,5 years,1
20000,AL,10+ years,1
8000,AL,1 year,1
17000,AL,10+ years,1
14000,AL,10+ years,1
30000,AL,10+ years,1
19250,AL,8 years,1
28000,AL,2 years,1
10000,AL,1 year,1
9050,AL,10+ years,1
11950,AL,4 years,1
5000,AL,8 years,1
6150,AL,unknown,1
7125,AL,10+ years,1
4500,AL,3 years,1
10000,AL,3 years,1
7000,AL,4 years,1
12500,AL,2 years,1
25000,AL,unknown,1
11200,AL,10+ years,1
25000,AL,10+ years,1
35000,AL,2 years,1
7500,AL,unknown,1
18000,AL,8 years,1
2500,AL,10+ years,1
5400,AL,10+ years,1
10000,AL,8 years,1
12000,AL,1 year,1
11525,AL,8 years,1
12000,AL,10+ years,1
20050,AL,1 year,1
21600,AL,10+ years,1
15000,AL,10+ years,1
10000,AL,10+ years,1
18000,AL,10+ years,1
7200,AL,9 years,1
20000,AL,10+ years,1
1200,AL,unknown,1
33000,AL,10+ years,1
17350,AL,8 years,1
20000,AL,10+ years,1
1500,AL,10+ years,1
12000,AL,10+ years,1
10000,AL,7 years,1
20000,AL,10+ years,1
17750,AL,10+ years,1
20000,AL,9 years,1
6500,AL,1 year,1
12800,AL,10+ years,1
25000,AL,10+ years,1
12000,AL,2 years,1
14400,AL,2 years,1
24000,AL,5 years,1
14400,AL,5 years,1
29250,AL,3 years,1
9000,AL,1 year,1
20000,AL,2 years,1
22525,AL,6 years,1
12000,AL,10+ years,1
28000,AL,5 years,1
15000,AL,4 years,1
20000,AL,10+ years,1
6000,AL,10+ years,1
24000,AL,2 years,1
26000,AL,8 years,1
35000,AL,10+ years,1
5000,AL,10+ years,1
3850,AL,2 years,1
16000,AL,10+ years,1
17500,AL,10+ years,1
22000,AL,6 years,1
5000,AL,10+ years,1
9325,AL,10+ years,1
5000,AL,10+ years,1
20000,AL,5 years,1
18850,AL,10+ years,1
10850,AL,unknown,1
12000,AL,10+ years,1
22400,AL,2 years,1
15000,AL,9 years,1
21000,AL,5 years,1
16800,AL,10+ years,1
17650,AL,2 years,1
35000,AL,10+ years,1
23000,AL,10+ years,1
5850,AL,10+ years,1
2500,AL,6 years,1
24000,AL,10+ years,1
12800,AL,6 years,1
6500,AL,3 years,1
13200,AL,4 years,1
7000,AL,10+ years,1
6000,AL,8 years,1
8000,AL,10+ years,1
20000,AL,7 years,1
11000,AL,8 years,1
1000,AL,10+ years,1
20000,AL,10+ years,1
3200,AL,10+ years,1
11200,AL,10+ years,1
25000,AL,3 years,1
15000,AL,3 years,1
19000,AL,10+ years,1
5075,AL,unknown,1
14000,AL,5 years,1
5000,AL,< 1 year,1
8000,AL,4 years,1
20000,AL,4 years,1
35000,AL,10+ years,1
18000,AL,unknown,1
35000,AL,< 1 year,1
21775,AL,9 years,1
35000,AL,9 years,1
15000,AL,7 years,1
29400,AL,8 years,1
3650,AL,8 years,1
10000,AL,9 years,1
10000,AL,10+ years,1
12000,AL,10+ years,1
21000,AL,10+ years,1
17925,AL,3 years,1
12000,AL,< 1 year,1
2500,AL,7 years,1
16000,AL,4 years,1
2000,AL,4 years,1
5000,AL,10+ years,1
24000,AL,10+ years,1
16500,AL,5 years,1
5600,AL,10+ years,1
15400,AL,4 years,1
28000,AL,10+ years,1
18000,AL,7 years,1
9875,AL,4 years,1
5100,AL,9 years,1
10500,AL,6 years,1
10000,AL,1 year,1
16000,AL,6 years,1
20000,AL,5 years,1
7000,AL,10+ years,1
20000,AL,10+ years,1
13375,AL,4 years,1
14400,AL,10+ years,1
20000,AL,10+ years,1
20000,AL,10+ years,1
20000,AL,6 years,1
17350,AL,10+ years,1
25000,AL,5 years,1
10000,AL,6 years,1
14400,AL,10+ years,1
12000,AL,1 year,1
25925,AL,6 years,1
12000,AL,8 years,1
20000,AL,7 years,1
10000,AL,unknown,1
3000,AL,10+ years,1
4800,AL,10+ years,1
10000,AL,10+ years,1
18000,AL,3 years,1
21000,AL,4 years,1
20000,AL,10+ years,1
4000,AL,2 years,1
5175,AL,10+ years,1
15000,AL,10+ years,1
15500,AL,5 years,1
5000,AL,3 years,1
9725,AL,unknown,1
18000,AL,9 years,1
10200,AL,10+ years,1
14000,AL,7 years,1
16550,AL,3 years,1
12000,AL,3 years,1
12000,AL,5 years,1
30000,AL,4 years,1
10575,AL,8 years,1
18000,AL,10+ years,1
22475,AL,10+ years,1
5000,AL,10+ years,1
15850,AL,< 1 year,1
12000,AL,2 years,1
1950,AL,unknown,1
12000,AL,< 1 year,1
12000,AL,5 years,1
12000,AL,10+ years,1
14000,AL,10+ years,1
15000,AL,10+ years,1
10800,AL,8 years,1
27500,AL,10+ years,1
10000,AL,5 years,1
5000,AL,10+ years,1
20000,AL,< 1 year,1
7200,AL,unknown,1
8500,AL,1 year,1
14400,AL,1 year,1
11000,AL,10+ years,1
35000,AL,3 years,1
10500,AL,4 years,1
24000,AL,10+ years,1
16800,AL,10+ years,1
20000,AL,5 years,1
8400,AL,2 years,1
19000,AL,1 year,1
15000,AL,2 years,1
10000,AL,unknown,1
10000,AL,10+ years,1
3125,AL,10+ years,1
6350,AL,7 years,1
3600,AL,10+ years,1
14025,AL,8 years,1
15000,AL,4 years,1
15000,AL,10+ years,1
30000,AL,8 years,1
10000,AL,3 years,1
12000,AL,10+ years,1
21000,AL,< 1 year,1
30000,AL,4 years,1
12000,AL,10+ years,1
6000,AL,10+ years,1
11550,AL,2 years,1
8400,AL,10+ years,1
16000,AL,10+ years,1
20000,AL,< 1 year,1
3100,AL,1 year,1
20000,AL,10+ years,1
2650,AL,< 1 year,1
11000,AL,3 years,1
30000,AL,10+ years,1
24000,AL,10+ years,1
17000,AL,10+ years,1
18000,AL,1 year,1
5450,AL,5 years,1
35000,AL,10+ years,1
21000,AL,3 years,1
19425,AL,9 years,1
13000,AL,3 years,1
14400,AL,1 year,1
14050,AL,10+ years,1
7775,AL,8 years,1
13000,AL,10+ years,1
3000,AL,5 years,1
21625,AL,10+ years,1
15000,AL,< 1 year,1
12000,AL,9 years,1
14000,AL,10+ years,1
5000,AL,2 years,1
4200,AL,10+ years,1
7000,AL,unknown,1
9000,AL,10+ years,1
18000,AL,10+ years,1
35000,AL,10+ years,1
13400,AL,unknown,1
18000,AL,unknown,1
15000,AL,10+ years,1
28000,AL,10+ years,1
10000,AL,2 years,1
11625,AL,10+ years,1
15000,AL,7 years,1
35000,AL,10+ years,1
6000,AL,10+ years,1
35000,AL,2 years,1
9000,AL,10+ years,1
11525,AL,9 years,1
3000,AL,10+ years,1
12000,AL,3 years,1
6950,AL,8 years,1
10000,AL,5 years,1
8000,AL,10+ years,1
6000,AL,3 years,1
24000,AL,10+ years,1
20000,AL,1 year,1
17275,AL,2 years,1
20000,AL,10+ years,1
24000,AL,5 years,1
5000,AL,unknown,1
5000,AL,10+ years,1
10000,AL,7 years,1
15000,AL,< 1 year,1
28000,AL,5 years,1
3400,AL,3 years,1
5175,AL,6 years,1
23000,AL,10+ years,1
4900,AL,9 years,1
4000,AL,< 1 year,1
14000,AL,unknown,1
9700,AL,7 years,1
8000,AL,2 years,1
19275,AL,4 years,1
18000,AL,9 years,1
17125,AL,8 years,1
5000,AL,6 years,1
10600,AL,10+ years,1
20000,AL,10+ years,1
3400,AL,2 years,1
2000,AL,unknown,1
5000,AL,2 years,1
4800,AL,1 year,1
4800,AL,3 years,1
10000,AL,7 years,1
6000,AL,10+ years,1
9000,AL,10+ years,1
10000,AL,10+ years,1
7500,AL,10+ years,1
6200,AL,7 years,1
28000,AL,3 years,1
25000,AL,10+ years,1
12000,AL,10+ years,1
28000,AL,10+ years,1
10000,AL,2 years,1
25000,AL,10+ years,1
2000,AL,10+ years,1
25000,AL,< 1 year,1
10925,AL,6 years,1
8400,AL,4 years,1
15000,AL,2 years,1
10000,AL,8 years,1
5000,AL,10+ years,1
9000,AL,3 years,1
12000,AL,10+ years,1
10000,AL,unknown,1
2000,AL,10+ years,1
18900,AL,10+ years,1
26500,AL,10+ years,1
16000,AL,10+ years,1
15000,AL,unknown,1
27900,AL,10+ years,1
2500,AL,unknown,1
24000,AL,8 years,1
10000,AL,1 year,1
15000,AL,unknown,1
16000,AL,10+ years,1
18500,AL,2 years,1
18000,AL,< 1 year,1
35000,AL,10+ years,1
3475,AL,10+ years,1
2800,AL,4 years,1
26400,AL,5 years,1
24000,AL,10+ years,1
34550,AL,3 years,1
5000,AL,7 years,1
24150,AL,5 years,1
20000,AL,5 years,1
6000,AL,10+ years,1
15000,AL,10+ years,1
12000,AL,3 years,1
12000,AL,10+ years,1
7500,AL,6 years,1
12000,AL,5 years,1
20000,AL,5 years,1
20000,AL,10+ years,1
9000,AL,4 years,1
9000,AL,4 years,1
7000,AL,unknown,1
20000,AL,10+ years,1
13200,AL,10+ years,1
13000,AL,1 year,1
35000,AL,10+ years,1
7000,AL,9 years,1
25000,AL,unknown,1
20000,AL,2 years,1
1500,AL,< 1 year,1
8000,AL,10+ years,1
3600,AL,10+ years,1
3000,AL,10+ years,1
14400,AL,10+ years,1
9225,AL,2 years,1
32000,AL,4 years,1
16000,AL,< 1 year,1
5400,AL,2 years,1
14000,AL,9 years,1
14000,AL,3 years,1
28000,AL,< 1 year,1
7500,AL,2 years,1
7800,AL,2 years,1
12000,AL,10+ years,1
20000,AL,3 years,1
30000,AL,10+ years,1
5100,AL,5 years,1
7000,AL,10+ years,1
12225,AL,5 years,1
15000,AL,9 years,1
24000,AL,10+ years,1
20000,AL,10+ years,1
12075,AL,8 years,1
12000,AL,3 years,1
5000,AL,unknown,1
11925,AL,5 years,1
23100,AL,5 years,1
5000,AL,5 years,1
30000,AL,5 years,1
20000,AL,10+ years,1
11200,AL,10+ years,1
20000,AL,10+ years,1
5050,AL,3 years,1
15000,AL,10+ years,1
20000,AL,10+ years,1
6000,AL,< 1 year,1
2500,AL,3 years,1
7800,AL,< 1 year,1
24450,AL,6 years,1
20150,AL,10+ years,1
25000,AL,4 years,1
23975,AL,< 1 year,1
9600,AL,10+ years,1
24000,AL,10+ years,1
24000,AL,7 years,1
32000,AL,10+ years,1
24000,AL,10+ years,1
10000,AL,10+ years,1
18000,AL,10+ years,1
3600,AL,unknown,1
7000,AL,unknown,1
16000,AL,unknown,1
35000,AL,5 years,1
20000,AL,< 1 year,1
11600,AL,10+ years,1
29000,AL,10+ years,1
4025,AL,5 years,1
12000,AL,3 years,1
24000,AL,< 1 year,1
28000,AL,10+ years,1
30000,AL,6 years,1
24000,AL,10+ years,1
8000,AL,2 years,1
7000,AL,< 1 year,1
12000,AL,10+ years,1
17400,AL,10+ years,1
1500,AL,1 year,1
5000,AL,3 years,1
7075,AL,< 1 year,1
5000,AL,10+ years,1
6000,AL,10+ years,1
1600,AL,5 years,1
5000,AL,10+ years,1
10800,AL,9 years,1
23000,AL,10+ years,1
22000,AL,7 years,1
11200,AL,10+ years,1
14425,AL,< 1 year,1
8000,AL,2 years,1
16000,AL,9 years,1
10825,AL,unknown,1
25000,AL,10+ years,1
16025,AL,unknown,1
16325,AL,10+ years,1
7325,AL,5 years,1
8000,AL,4 years,1
12000,AL,10+ years,1
7125,AL,< 1 year,1
6000,AL,10+ years,1
10975,AL,5 years,1
10575,AL,10+ years,1
5600,AL,7 years,1
13000,AL,10+ years,1
35000,AL,5 years,1
20000,AL,unknown,1
2800,AL,unknown,1
25800,AL,unknown,1
6700,AL,unknown,1
6500,AL,6 years,1
20000,AL,unknown,1
12500,AL,unknown,1
10000,AL,< 1 year,1
30000,AL,8 years,1
22000,AL,10+ years,1
8000,AL,3 years,1
30725,AL,< 1 year,1
11000,AL,10+ years,1
20000,AL,unknown,1
28000,AL,2 years,1
13000,AL,10+ years,1
12000,AL,2 years,1
21000,AL,7 years,1
4200,AL,unknown,1
25000,AL,5 years,1
14400,AL,10+ years,1
21850,AL,5 years,1
24000,AL,9 years,1
15475,AL,8 years,1
35000,AL,10+ years,1
2400,AL,10+ years,1
4000,AL,2 years,1
6400,AL,1 year,1
20000,AL,10+ years,1
5000,AL,10+ years,1
25000,AL,3 years,1
4000,AL,3 years,1
4800,AL,< 1 year,1
7800,AL,10+ years,1
18000,AL,10+ years,1
10000,AL,3 years,1
9000,AL,10+ years,1
25000,AL,10+ years,1
10000,AL,2 years,1
24000,AL,10+ years,1
10000,AL,8 years,1
2000,AL,unknown,1
7200,AL,unknown,1
20000,AL,10+ years,1
35000,AL,6 years,1
10000,AL,3 years,1
9575,AL,9 years,1
15000,AL,6 years,1
21000,AL,7 years,1
15000,AL,10+ years,1
12000,AL,8 years,1
8550,AL,2 years,1
35000,AL,10+ years,1
10000,AL,7 years,1
30000,AL,10+ years,1
30000,AL,8 years,1
1000,AL,10+ years,1
16200,AL,10+ years,1
18400,AL,7 years,1
12000,AL,4 years,1
20000,AL,4 years,1
26000,AL,3 years,1
2000,AL,< 1 year,1
25000,AL,10+ years,1
8275,AL,< 1 year,1
6000,AL,3 years,1
10000,AL,< 1 year,1
25700,AL,3 years,1
26400,AL,unknown,1
10000,AL,10+ years,1
23600,AL,5 years,1
27000,AL,4 years,1
24000,AL,10+ years,1
24750,AL,10+ years,1
20000,AL,10+ years,1
21450,AL,10+ years,1
20000,AL,7 years,1
21000,AL,10+ years,1
7200,AL,3 years,1
12000,AL,6 years,1
24300,AL,unknown,1
21000,AL,10+ years,1
8000,AL,9 years,1
35000,AL,10+ years,1
12000,AL,7 years,1
18000,AL,10+ years,1
12000,AL,6 years,1
5125,AL,10+ years,1
11525,AL,9 years,1
2650,AL,10+ years,1
8000,AL,4 years,1
8000,AL,10+ years,1
10000,AL,10+ years,1
8000,AL,8 years,1
12000,AL,unknown,1
7750,AL,5 years,1
20000,AL,3 years,1
10000,AL,10+ years,1
15000,AL,10+ years,1
11500,AL,8 years,1
11500,AL,< 1 year,1
17500,AL,10+ years,1
22675,AL,10+ years,1
17500,AL,10+ years,1
24950,AL,< 1 year,1
4700,AL,10+ years,1
5000,AL,4 years,1
20000,AL,10+ years,1
6000,AL,10+ years,1
6000,AL,10+ years,1
30000,AL,10+ years,1
12000,AL,10+ years,1
24800,AL,< 1 year,1
12150,AL,10+ years,1
10000,AL,10+ years,1
10000,AL,3 years,1
5500,AL,10+ years,1
20000,AL,10+ years,1
18000,AL,10+ years,1
15625,AL,1 year,1
14000,AL,5 years,1
18000,AL,9 years,1
20000,AL,10+ years,1
15000,AL,10+ years,1
13500,AL,6 years,1
6000,AL,1 year,1
25000,AL,10+ years,1
3600,AL,unknown,1
2525,AL,1 year,1
28000,AL,10+ years,1
6000,AL,4 years,1
35000,AL,10+ years,1
7325,AL,2 years,1
6000,AL,< 1 year,1
7000,AL,2 years,1
35000,AL,9 years,1
22000,AL,2 years,1
4000,AL,10+ years,1
4000,AL,1 year,1
18000,AL,9 years,1
12600,AL,10+ years,1
16000,AL,2 years,1
25000,AL,10+ years,1
15400,AL,unknown,1
14300,AL,8 years,1
28600,AL,7 years,1
9600,AL,3 years,1
10000,AL,2 years,1
15000,AL,5 years,1
21000,AL,10+ years,1
2500,AL,10+ years,1
8000,AL,8 years,1
25200,AL,8 years,1
4800,AL,2 years,1
5500,AL,10+ years,1
9600,AL,4 years,1
26800,AL,10+ years,1
30000,AL,10+ years,1
13500,AL,unknown,1
22400,AL,10+ years,1
19200,AL,unknown,1
20000,AL,10+ years,1
12000,AL,1 year,1
23725,AL,10+ years,1
35000,AL,< 1 year,1
20000,AL,8 years,1
20000,AL,10+ years,1
25000,AL,8 years,1
35000,AL,10+ years,1
20000,AL,10+ years,1
